timestamp,name,lastTimeUsed,packageName,isSystemApp,startTime,endTime,isUpdatedSystemApp,totalTimeForeground
1.55658E+12,Rest,1.55658E+12,com.rainist.banksalad2,FALSE,1.55655E+12,1.55658E+12,FALSE,32356
1.55658E+12,Rest,1.55655E+12,com.cgv.android.movieapp,FALSE,1.55655E+12,1.55656E+12,FALSE,257767
1.55658E+12,Rest,1.55655E+12,com.android.vending,TRUE,1.55655E+12,1.55656E+12,TRUE,2923
1.55658E+12,Rest,1.55658E+12,com.samsung.android.messaging,TRUE,1.55655E+12,1.55658E+12,TRUE,152795
1.55658E+12,Rest,1.55655E+12,com.sec.android.gallery3d,TRUE,1.55655E+12,1.55658E+12,TRUE,9490
1.55658E+12,Rest,1.55655E+12,com.samsung.android.app.smartcapture,TRUE,1.55655E+12,1.55655E+12,FALSE,174
1.55658E+12,Rest,1.55658E+12,com.sec.android.app.clockpackage,TRUE,1.55655E+12,1.55658E+12,TRUE,435722
1.55658E+12,Rest,1.55658E+12,com.firstscreen.commonsense,FALSE,1.55655E+12,1.55658E+12,FALSE,331460
1.55658E+12,Rest,1.55656E+12,com.android.chrome,TRUE,1.55655E+12,1.55656E+12,TRUE,537729
1.55658E+12,Rest,1.55656E+12,com.sec.android.app.launcher,TRUE,1.55655E+12,1.55658E+12,FALSE,139185
1.55658E+12,Rest,1.55655E+12,com.wooricard.smartapp,FALSE,1.55655E+12,1.55656E+12,FALSE,6
1.55658E+12,Rest,1.55655E+12,com.samsung.android.app.notes,TRUE,1.55655E+12,1.55655E+12,TRUE,86470
1.55658E+12,Rest,1.55656E+12,com.kakao.talk,FALSE,1.55655E+12,1.55656E+12,FALSE,571062
1.55658E+12,Rest,1.55658E+12,com.rainist.banksalad2,FALSE,1.55655E+12,1.55658E+12,FALSE,32356
1.55658E+12,Rest,1.55655E+12,com.cgv.android.movieapp,FALSE,1.55655E+12,1.55656E+12,FALSE,257767
1.55658E+12,Rest,1.55655E+12,com.android.vending,TRUE,1.55655E+12,1.55656E+12,TRUE,2923
1.55658E+12,Rest,1.55658E+12,com.samsung.android.messaging,TRUE,1.55655E+12,1.55658E+12,TRUE,152795
1.55658E+12,Rest,1.55655E+12,com.sec.android.gallery3d,TRUE,1.55655E+12,1.55658E+12,TRUE,9490
1.55658E+12,Rest,1.55655E+12,com.samsung.android.app.smartcapture,TRUE,1.55655E+12,1.55655E+12,FALSE,174
1.55658E+12,Rest,1.55658E+12,com.sec.android.app.clockpackage,TRUE,1.55655E+12,1.55658E+12,TRUE,435722
1.55658E+12,Rest,1.55658E+12,com.firstscreen.commonsense,FALSE,1.55655E+12,1.55658E+12,FALSE,331460
1.55658E+12,Rest,1.55656E+12,com.android.chrome,TRUE,1.55655E+12,1.55656E+12,TRUE,537729
1.55658E+12,Rest,1.55656E+12,com.sec.android.app.launcher,TRUE,1.55655E+12,1.55658E+12,FALSE,139185
1.55658E+12,Rest,1.55655E+12,com.wooricard.smartapp,FALSE,1.55655E+12,1.55656E+12,FALSE,6
1.55658E+12,Rest,1.55655E+12,com.samsung.android.app.notes,TRUE,1.55655E+12,1.55655E+12,TRUE,86470
1.55658E+12,Rest,1.55656E+12,com.kakao.talk,FALSE,1.55655E+12,1.55656E+12,FALSE,571062
1.55658E+12,Rest,1.55658E+12,com.rainist.banksalad2,FALSE,1.55655E+12,1.55658E+12,FALSE,32356
1.55658E+12,Rest,1.55655E+12,com.cgv.android.movieapp,FALSE,1.55655E+12,1.55656E+12,FALSE,257767
1.55658E+12,Rest,1.55655E+12,com.android.vending,TRUE,1.55655E+12,1.55656E+12,TRUE,2923
1.55658E+12,Exercise,1.55658E+12,com.samsung.android.messaging,TRUE,1.55655E+12,1.55658E+12,TRUE,152795
