,responseTime_unixtimestamp,Attention,Stress
2261,1557301449,0,-2
2262,1557301504,-2,1
2263,1557301519,0,-1
2264,1557302517,0,-1
2265,1557302713,3,-2
2266,1557302860,0,2
2267,1557303138,2,0
2268,1557303253,1,-1
2269,1557303323,0,0
2270,1557303505,1,-1
2271,1557303773,2,-3
2272,1557303911,1,2
2273,1557303982,1,1
2274,1557304015,3,2
2275,1557304039,-1,-2
2276,1557304042,1,0
2277,1557304062,3,-3
2278,1557304139,-1,2
2279,1557304141,0,1
2280,1557304209,0,0
2281,1557304248,1,1
2282,1557305073,3,-3
2283,1557305622,-3,-3
2284,1557306453,0,0
2285,1557306585,2,-3
2286,1557306661,1,-1
2287,1557306662,2,-1
2288,1557306691,0,2
2289,1557306701,0,0
2290,1557306728,-1,0
2291,1557306731,1,0
2292,1557306733,2,-2
2293,1557307002,1,2
2294,1557307442,0,-2
2295,1557307839,1,1
2296,1557307855,1,-1
2297,1557307935,1,-1
2298,1557308334,3,-3
2299,1557308989,1,-1
2300,1557309021,1,-1
2301,1557309214,0,0
2302,1557309266,2,-1
2303,1557309329,3,3
2304,1557309345,-2,2
2305,1557309481,3,-3
2306,1557309510,-1,-2
2307,1557309520,0,-2
2308,1557309531,-1,1
2309,1557309566,1,0
2310,1557309625,2,-2
2311,1557309691,-2,-2
2312,1557309757,-1,-2
2313,1557309867,0,0
2314,1557310207,3,-2
2315,1557310370,-3,1
2316,1557310671,2,-3
2317,1557310737,1,-2
2318,1557310924,3,-2
2319,1557311390,0,-2
2320,1557311441,0,1
2321,1557311704,1,0
2322,1557311737,2,-1
2323,1557311903,-1,-2
2324,1557311962,1,-2
2325,1557311975,1,-1
2326,1557312052,1,0
2327,1557312078,0,0
2328,1557312125,0,1
2329,1557312174,0,-1
2330,1557312266,-2,2
2331,1557312285,1,-1
2332,1557312286,3,1
2333,1557312349,-1,0
2334,1557312985,-2,1
2335,1557313932,1,1
2336,1557314186,-1,1
2337,1557314188,-1,-2
2338,1557314246,0,-1
2339,1557314533,0,2
2340,1557314535,3,-2
2341,1557314554,3,0
2342,1557314556,3,0
2343,1557314573,-3,3
2344,1557314733,3,-1
2345,1557314756,1,1
2346,1557314787,0,1
2347,1557314926,1,0
2348,1557314956,2,-1
2349,1557314981,-1,-1
2350,1557315018,1,-3
2351,1557315395,1,2
2352,1557316488,-1,1
2353,1557316837,0,0
2354,1557317056,1,-2
2355,1557317080,3,-3
2356,1557317128,1,2
2357,1557317128,1,2
2358,1557317233,-1,2
2359,1557317287,0,-1
2360,1557317293,-1,1
2361,1557317302,1,2
2362,1557317358,-2,-1
2363,1557317390,1,-3
2364,1557317431,0,2
2365,1557317719,0,0
2366,1557317759,0,-2
2367,1557318236,2,-3
2368,1557318675,-2,2
2369,1557319006,3,-3
2370,1557319187,-1,0
2371,1557319879,3,2
2372,1557319880,3,2
2373,1557320074,3,0
2374,1557320120,-1,-1
2375,1557320173,0,0
2376,1557320177,1,-2
2377,1557320201,1,2
2378,1557320212,-3,1
2379,1557320242,1,-1
2380,1557320246,2,3
2381,1557320305,-1,0
2382,1557320373,-1,0
2383,1557320455,1,0
2384,1557320464,3,-3
2385,1557320708,1,-2
2386,1557320778,1,1
2387,1557321014,3,-3
2388,1557321653,2,1
2389,1557321708,-1,-3
2390,1557322519,1,2
2391,1557322598,0,0
2392,1557323845,1,-1
2393,1557324619,-1,0
2394,1557324712,3,-3
2395,1557325740,0,-1
2396,1557325741,0,-1
2397,1557325917,-2,3
2398,1557327249,-2,1
2399,1557327648,-1,-3
2400,1557328057,-1,-3
2401,1557328179,3,-3
2402,1557329476,3,1
2403,1557330236,1,1
2404,1557330589,-2,-3
2405,1557331967,2,-2
2406,1557358230,-2,1
2407,1557359260,-1,-2
2408,1557360908,1,1
2409,1557363695,2,-1
2410,1557364271,-2,-1
2411,1557364912,-1,-2
2412,1557365119,-1,0
2413,1557365245,1,1
2414,1557365248,0,0
2415,1557365295,3,-3
2416,1557365719,0,0
2417,1557365722,-1,-1
2418,1557365911,1,-1
2419,1557366366,-1,-2
2420,1557366376,-1,-2
2421,1557366616,0,1
2422,1557367130,2,2
2423,1557367991,0,1
2424,1557368048,-1,-2
2425,1557368138,-1,-2
2426,1557368245,0,0
2427,1557368472,0,1
2428,1557368541,1,-1
2429,1557368659,-2,1
2430,1557368703,0,2
2431,1557368782,-2,-3
2432,1557368889,2,-2
2433,1557369268,3,-1
2434,1557369673,0,-2
2435,1557370268,-2,1
2436,1557370335,-1,-1
2437,1557370800,1,-2
2438,1557371221,1,-2
2439,1557371246,-2,-2
2440,1557371357,-2,-3
2441,1557371378,2,2
2442,1557371448,0,1
2443,1557371466,-1,1
2444,1557371466,-1,1
2445,1557371648,2,1
2446,1557372006,0,-2
2447,1557372014,0,1
2448,1557372510,1,-1
2449,1557372687,-1,1
2450,1557373489,3,2
2451,1557373543,2,-1
2452,1557373657,1,-2
2453,1557373755,2,1
2454,1557373953,2,-1
2455,1557374032,-1,0
2456,1557374138,0,0
2457,1557374244,-2,-2
2458,1557374316,-2,-3
2459,1557374319,-2,2
2460,1557374323,-1,-2
2461,1557374394,2,1
2462,1557374436,2,-1
2463,1557374460,0,0
2464,1557374840,3,-2
2465,1557375191,-1,1
2466,1557375735,-1,-2
2467,1557376145,-2,0
2468,1557376226,-2,1
2469,1557376284,1,-2
2470,1557376349,1,-1
2471,1557376367,-3,3
2472,1557376779,0,1
2473,1557376802,1,-1
2474,1557376832,1,1
2475,1557376963,0,-1
2476,1557376993,1,1
2477,1557377038,3,-2
2478,1557377054,1,-1
2479,1557377062,0,1
2480,1557377072,1,-2
2481,1557378008,1,-1
2482,1557378088,-1,-1
2483,1557378162,1,3
2484,1557378306,-1,1
2485,1557378690,-1,-1
2486,1557378913,1,0
2487,1557378976,2,-1
2488,1557379110,-3,1
2489,1557379243,3,1
2490,1557379246,0,0
2491,1557379443,1,-1
2492,1557379463,1,-1
2493,1557379466,3,-3
2494,1557379484,0,1
2495,1557379585,2,1
2496,1557379617,1,-2
2497,1557379638,2,1
2498,1557379646,0,-1
2499,1557379705,1,-3
2500,1557379760,1,-1
2501,1557379779,0,1
2502,1557379816,2,0
2503,1557379833,1,0
2504,1557379835,0,-3
2505,1557379995,3,2
2506,1557380669,1,-1
2507,1557381883,1,-2
2508,1557381919,2,-2
2509,1557382065,0,0
2510,1557382097,1,1
2511,1557382109,0,-1
2512,1557382168,0,1
2513,1557382240,2,-1
2514,1557382291,2,-1
2515,1557382332,1,2
2516,1557382340,1,1
2517,1557382352,-1,-1
2518,1557382352,-1,-1
2519,1557382367,1,-2
2520,1557382444,1,-1
2521,1557382449,0,0
2522,1557382455,3,-3
2523,1557382467,2,-1
2524,1557382529,-1,2
2525,1557382530,-1,2
2526,1557382652,0,-1
2527,1557383590,0,0
2528,1557384259,2,-3
2529,1557384441,0,3
2530,1557384554,-2,1
2531,1557384681,1,-1
2532,1557384805,-3,3
2533,1557384815,0,0
2534,1557384865,-3,-2
2535,1557384873,0,2
2536,1557384898,0,0
2537,1557384904,0,1
2538,1557384916,-2,-2
2539,1557384975,2,-1
2540,1557384976,1,-1
2541,1557384992,-1,1
2542,1557385025,0,0
2543,1557385081,0,-2
2544,1557385113,-1,-2
2545,1557385258,2,-1
2546,1557385366,1,-1
2547,1557385421,-2,-1
2548,1557386678,-1,0
2549,1557387044,0,0
2550,1557387325,-1,3
2551,1557387436,1,0
2552,1557387452,1,2
2553,1557387548,-2,2
2554,1557387627,2,2
2555,1557387638,0,1
2556,1557387683,1,3
2557,1557387729,0,2
2558,1557387986,1,1
2559,1557388030,2,-2
2560,1557388117,2,-1
2561,1557388381,1,-2
2562,1557388777,0,1
2563,1557388952,-2,1
2564,1557388960,3,1
2565,1557389243,1,-1
2566,1557390048,0,1
2567,1557390080,-2,1
2568,1557390134,0,-2
2569,1557390220,1,0
2570,1557390265,0,0
2571,1557390292,1,-3
2572,1557390420,0,-1
2573,1557390444,1,-2
2574,1557390497,-2,-1
2575,1557390504,0,0
2576,1557390512,1,0
2577,1557390573,1,2
2578,1557390741,3,-1
2579,1557391419,1,2
2580,1557391720,3,-1
2581,1557392145,1,2
2582,1557392702,1,-2
2583,1557392753,2,-1
2584,1557392900,3,2
2585,1557393025,3,3
2586,1557393089,-1,0
2587,1557393113,3,-3
2588,1557393161,-1,1
2589,1557393224,3,1
2590,1557393240,2,0
2591,1557393259,2,-2
2592,1557393437,0,-1
2593,1557393448,-1,0
2594,1557393519,-3,1
2595,1557393807,0,-2
2596,1557393968,2,-1
2597,1557395160,1,-3
2598,1557395180,0,-2
2599,1557395249,1,0
2600,1557395416,1,1
2601,1557395522,2,2
2602,1557395653,2,-2
2603,1557395712,3,-2
2604,1557395759,-1,2
2605,1557395795,2,-1
2606,1557395798,1,-1
2607,1557395800,3,2
2608,1557395960,-3,3
2609,1557396015,0,2
2610,1557396033,2,-1
2611,1557396185,1,-2
2612,1557396223,1,0
2613,1557396238,0,-2
2614,1557396542,-2,-1
2615,1557397817,-1,-1
2616,1557397937,1,-2
2617,1557398003,-1,-1
2618,1557398368,2,-3
2619,1557398390,-1,3
2620,1557398466,-2,2
2621,1557398480,1,-2
2622,1557398487,2,0
2623,1557398496,0,-1
2624,1557398532,-2,-1
2625,1557398535,-3,3
2626,1557398628,1,-3
2627,1557398741,0,0
2628,1557398793,1,-1
2629,1557398807,1,1
2630,1557398865,2,-2
2631,1557398939,2,1
2632,1557399076,3,-3
2633,1557399411,2,-2
2634,1557400041,0,-2
2635,1557400080,2,2
2636,1557400365,3,3
2637,1557400420,3,-3
2638,1557400513,-1,2
2639,1557400520,1,1
2640,1557401142,1,1
2641,1557401160,1,2
2642,1557401177,0,-1
2643,1557401210,0,1
2644,1557401331,1,2
2645,1557401336,0,-2
2646,1557401498,1,1
2647,1557401600,-1,0
2648,1557402067,0,0
2649,1557402452,0,-2
2650,1557402615,1,-3
2651,1557402909,1,-2
2652,1557403093,1,-1
2653,1557403328,2,-2
2654,1557403722,0,1
2655,1557403740,1,-1
2656,1557403768,-3,2
2657,1557403877,3,-1
2658,1557403897,1,-1
2659,1557403921,1,-2
2660,1557403922,-1,-1
2661,1557403938,1,-2
2662,1557403970,-2,2
2663,1557403983,-2,3
2664,1557404013,3,-3
2665,1557404019,1,-3
2666,1557404036,0,0
2667,1557404066,3,-3
2668,1557404129,-1,1
2669,1557404258,1,1
2670,1557404531,1,2
2671,1557405115,0,0
2672,1557405998,3,2
2673,1557406023,2,-2
2674,1557406373,1,1
2675,1557406440,1,-1
2676,1557406447,0,-2
2677,1557406447,1,-1
2678,1557406487,1,1
2679,1557406526,0,1
2680,1557406583,2,-2
2681,1557406596,-2,-3
2682,1557406656,1,0
2683,1557406659,-2,2
2684,1557406991,2,-2
2685,1557407707,0,1
2686,1557408539,0,-3
2687,1557408687,-2,1
2688,1557409174,1,1
2689,1557409323,2,-1
2690,1557410041,-1,1
2691,1557410355,1,-2
2692,1557411260,0,-1
2693,1557411937,-3,3
2694,1557412124,2,0
2695,1557413486,1,-1
2696,1557413488,1,-1
2697,1557415886,1,2
2698,1557450245,1,-1
2699,1557450265,2,3
2700,1557450330,-2,-2
2701,1557450353,-2,-2
2702,1557450617,1,-1
2703,1557450853,1,0
2704,1557450865,-3,-1
2705,1557451380,3,-3
2706,1557451872,0,1
2707,1557451899,-1,-2
2708,1557452145,1,1
2709,1557452947,2,1
2710,1557454097,3,-1
2711,1557454151,0,-1
2712,1557454176,-1,1
2713,1557454382,-1,1
2714,1557454663,2,-2
2715,1557454715,-1,0
2716,1557455256,3,-3
2717,1557455921,0,0
2718,1557456780,2,-2
2719,1557457216,0,-1
2720,1557457336,1,-1
2721,1557457632,1,-3
2722,1557457952,-1,0
2723,1557457962,0,-3
2724,1557458479,2,-1
2725,1557458755,1,-2
2726,1557459063,3,-3
2727,1557459384,0,0
2728,1557459441,1,-1
2729,1557459649,-2,-2
2730,1557460337,-2,-1
2731,1557460420,-1,0
2732,1557460453,2,1
2733,1557460500,1,1
2734,1557460500,1,1
2735,1557460510,0,1
2736,1557460512,1,-1
2737,1557460579,-1,0
2738,1557460647,1,-1
2739,1557460724,-1,1
2740,1557460810,1,1
2741,1557460822,0,-2
2742,1557460822,0,-2
2743,1557460841,2,-2
2744,1557460888,1,-1
2745,1557460985,2,-3
2746,1557461004,2,-1
2747,1557461022,-2,-3
2748,1557461385,-3,-2
2749,1557462847,1,0
2750,1557462976,1,-1
2751,1557462979,0,1
2752,1557463240,1,-1
2753,1557463346,1,-2
2754,1557463457,1,-1
2755,1557463499,-1,1
2756,1557463530,2,-2
2757,1557463597,1,-2
2758,1557464596,3,-1
2759,1557464863,2,-1
2760,1557465106,3,-3
2761,1557465198,0,-1
2762,1557465420,2,-1
2763,1557465434,2,-2
2764,1557465500,-1,1
2765,1557465556,1,2
2766,1557465575,-1,-1
2767,1557465736,0,-1
2768,1557465989,-2,-1
2769,1557466230,-1,1
2770,1557466344,0,0
2771,1557466477,-1,-2
2772,1557466561,0,2
2773,1557466630,2,1
2774,1557466765,2,-2
2775,1557466874,-1,1
2776,1557467279,-1,0
2777,1557467443,1,-1
2778,1557467778,-1,-2
2779,1557467778,-1,-2
2780,1557467934,-1,1
2781,1557468081,0,-1
2782,1557468221,-1,0
2783,1557468332,-2,0
2784,1557468563,0,-2
2785,1557468563,0,-2
2786,1557468569,1,-1
2787,1557468659,-1,1
2788,1557468672,0,-1
2789,1557468752,1,-3
2790,1557468798,3,1
2791,1557468799,1,1
2792,1557468803,3,-2
2793,1557468969,2,1
2794,1557468988,2,-1
2795,1557469380,0,-1
2796,1557470647,1,1
2797,1557470662,2,-2
2798,1557470806,1,0
2799,1557471000,1,-3
2800,1557471019,-2,0
2801,1557471079,-1,-3
2802,1557471115,1,1
2803,1557471198,1,-1
2804,1557471242,-2,-2
2805,1557471279,-2,-3
2806,1557471334,2,2
2807,1557471384,0,-2
2808,1557471387,2,-2
2809,1557471418,-1,1
2810,1557471420,0,0
2811,1557471455,1,0
2812,1557471467,2,-3
2813,1557471511,0,0
2814,1557471537,0,-2
2815,1557471589,1,0
2816,1557471637,2,-1
2817,1557471672,2,-2
2818,1557471676,1,0
2819,1557472079,2,1
2820,1557472385,1,1
2821,1557473315,-3,-1
2822,1557473392,-1,0
2823,1557473595,1,-1
2824,1557473608,1,1
2825,1557473776,-2,-1
2826,1557473837,3,-3
2827,1557473838,3,-3
2828,1557473950,0,1
2829,1557474000,1,-3
2830,1557474016,2,-2
2831,1557474144,1,1
2832,1557474148,3,3
2833,1557474284,-2,0
2834,1557474290,0,0
2835,1557474639,0,0
2836,1557474741,1,-1
2837,1557474973,2,1
2838,1557475598,-2,-1
2839,1557475755,-1,0
2840,1557475768,0,0
2841,1557476005,1,0
2842,1557476203,-1,2
2843,1557476483,-2,2
2844,1557476527,-2,-2
2845,1557476640,-2,-2
2846,1557476664,1,-1
2847,1557476692,-1,2
2848,1557476714,-2,-2
2849,1557476732,2,-1
2850,1557476811,0,-1
2851,1557476834,1,-1
2852,1557476901,1,-1
2853,1557476912,3,2
2854,1557476945,1,2
2855,1557476963,-2,-1
2856,1557477009,-2,-1
2857,1557477078,0,0
2858,1557477084,-2,-1
2859,1557477844,1,2
2860,1557478977,-3,-1
2861,1557479092,2,-3
2862,1557479092,2,-3
2863,1557479109,1,-1
2864,1557479324,-1,-1
2865,1557479416,0,0
2866,1557479425,3,-2
2867,1557479469,0,0
2868,1557479532,-2,1
2869,1557479601,-1,-1
2870,1557479604,3,-3
2871,1557479609,0,-3
2872,1557479632,2,1
2873,1557479658,3,-3
2874,1557479662,1,-1
2875,1557479712,0,-1
2876,1557479731,0,-1
2877,1557479816,0,1
2878,1557479936,-2,1
2879,1557480757,0,-2
2880,1557481934,-1,-3
2881,1557482000,-1,-1
2882,1557482037,0,2
2883,1557482073,2,-2
2884,1557482228,-3,1
2885,1557482236,2,-1
2886,1557482266,0,-1
2887,1557482268,-1,-2
2888,1557482280,3,-2
2889,1557482286,1,1
2890,1557482296,1,-2
2891,1557482322,-3,-1
2892,1557482330,1,-2
2893,1557482340,0,-1
2894,1557482381,-1,-1
2895,1557483021,-1,1
2896,1557483060,1,-3
2897,1557483235,-1,1
2898,1557483315,1,0
2899,1557483315,1,0
2900,1557483848,0,2
2901,1557484252,0,0
2902,1557484310,0,-3
2903,1557484609,-1,1
2904,1557484700,3,1
2905,1557484709,-1,-1
2906,1557484767,1,0
2907,1557484804,-1,2
2908,1557484844,1,-1
2909,1557484860,1,-2
2910,1557484916,2,-3
2911,1557485004,-2,0
2912,1557485013,-1,-1
2913,1557485025,1,1
2914,1557485307,-2,-1
2915,1557485536,1,1
2916,1557485657,-1,-1
2917,1557485704,-1,1
2918,1557485855,2,-1
2919,1557486370,-1,-1
2920,1557486406,0,0
2921,1557486786,1,2
2922,1557486788,1,2
2923,1557486904,1,2
2924,1557487029,0,1
2925,1557487093,1,0
2926,1557487226,1,-2
2927,1557487237,0,-1
2928,1557487461,3,1
2929,1557487493,1,-1
2930,1557487573,0,0
2931,1557487586,0,2
2932,1557487593,1,2
2933,1557487678,0,0
2934,1557487744,-3,0
2935,1557487813,-1,-1
2936,1557487942,0,-2
2937,1557488294,0,1
2938,1557488300,0,1
2939,1557488898,1,-1
2940,1557489502,0,1
2941,1557489631,0,-1
2942,1557489942,-1,1
2943,1557490087,3,-1
2944,1557490106,-2,-3
2945,1557490109,-2,-3
2946,1557490109,-2,-3
2947,1557490161,3,-3
2948,1557490167,-1,2
2949,1557490248,-2,2
2950,1557490336,3,1
2951,1557490346,-2,2
2952,1557490408,2,-3
2953,1557490460,2,1
2954,1557490490,1,-1
2955,1557490603,3,-3
2956,1557490784,0,0
2957,1557490856,1,-1
2958,1557491832,1,-1
2959,1557491836,3,0
2960,1557492026,-1,-2
2961,1557492658,-2,0
2962,1557492778,-1,1
2963,1557492780,-1,1
2964,1557492835,1,-1
2965,1557492852,2,0
2966,1557492983,0,-1
2967,1557493021,2,-1
2968,1557493036,-1,1
2969,1557493115,2,1
2970,1557493119,2,-2
2971,1557493171,2,-3
2972,1557493204,3,-3
2973,1557493268,-1,-3
2974,1557493394,1,1
2975,1557493427,3,-2
2976,1557496088,2,1
2977,1557497041,3,-2
2978,1557499377,2,0
2979,1557499858,1,-3
2980,1557503081,3,0
2981,1557503081,3,0
2982,1557503766,3,-2
2983,1557503808,0,1
2984,1557504276,-2,-1
2985,1557506883,1,1
2986,1557508438,-3,-2
2987,1557516539,3,1
2988,1557534684,1,-2
2989,1557535803,2,0
2990,1557537565,2,-3
2991,1557537739,0,0
2992,1557537800,2,-1
2993,1557538165,2,0
2994,1557538961,1,0
2995,1557539876,0,-2
2996,1557540102,3,-2
2997,1557540253,-1,1
2998,1557541238,0,1
2999,1557541262,-1,1
3000,1557541296,-1,1
3001,1557541338,2,-1
3002,1557541491,1,1
3003,1557541645,1,-1
3004,1557541708,1,0
3005,1557542002,0,0
3006,1557542170,2,-1
3007,1557542941,2,-2
3008,1557543291,-2,0
3009,1557543501,3,-1
3010,1557543602,2,-2
3011,1557543723,-1,1
3012,1557543830,3,-3
3013,1557543861,-1,-1
3014,1557543926,1,-2
3015,1557543984,-1,1
3016,1557544080,3,-3
3017,1557544169,1,-1
3018,1557544282,0,2
3019,1557544581,1,1
3020,1557544622,1,-2
3021,1557544677,-1,1
3022,1557544753,0,-1
3023,1557545634,-2,-2
3024,1557545640,0,1
3025,1557545921,-2,-1
3026,1557545921,-2,-1
3027,1557546349,2,-1
3028,1557546413,3,-3
3029,1557546500,-3,-1
3030,1557546507,-3,2
3031,1557546807,-2,-2
3032,1557546813,1,0
3033,1557546855,-1,-1
3034,1557547042,0,-2
3035,1557547159,3,-3
3036,1557547440,0,-1
3037,1557548491,3,-3
3038,1557548802,0,0
3039,1557548946,0,-2
3040,1557548962,2,-2
3041,1557549097,-1,-1
3042,1557549290,2,-1
3043,1557549326,2,-2
3044,1557549516,-1,0
3045,1557549516,0,1
3046,1557549610,0,-2
3047,1557549715,3,-2
3048,1557549858,1,-2
3049,1557549941,0,-1
3050,1557550029,3,-2
3051,1557550031,3,-2
3052,1557550040,1,0
3053,1557550225,-1,-1
3054,1557550227,-1,-1
3055,1557551414,2,-1
3056,1557551478,-1,-2
3057,1557551542,-2,-1
3058,1557551934,2,-1
3059,1557552008,-1,0
3060,1557552023,2,-2
3061,1557552115,-2,1
3062,1557552126,1,-1
3063,1557552242,2,2
3064,1557552296,-1,-2
3065,1557552499,1,-3
3066,1557552556,0,-2
3067,1557552638,1,-1
3068,1557552692,0,-2
3069,1557552805,0,0
3070,1557553784,3,2
3071,1557554341,1,-1
3072,1557554437,1,0
3073,1557554600,-1,-1
3074,1557554901,1,-2
3075,1557555165,2,0
3076,1557555284,3,1
3077,1557555291,2,-2
3078,1557555752,-3,1
3079,1557556095,2,-3
3080,1557556332,-1,0
3081,1557556903,1,-1
3082,1557557248,0,-1
3083,1557557300,-1,-1
3084,1557557535,0,0
3085,1557557536,0,1
3086,1557557600,2,2
3087,1557557617,0,0
3088,1557557660,1,-2
3089,1557557681,-1,-1
3090,1557557788,0,1
3091,1557557820,1,0
3092,1557557895,-1,-2
3093,1557558005,2,0
3094,1557558044,3,-3
3095,1557558054,1,-1
3096,1557558165,3,-3
3097,1557558830,3,0
3098,1557559290,-2,-1
3099,1557559293,-2,-1
3100,1557559349,3,-3
3101,1557559362,3,-2
3102,1557559986,-1,-1
3103,1557560151,1,-1
3104,1557560175,2,-2
3105,1557560220,2,-2
3106,1557560265,0,0
3107,1557560298,3,-3
3108,1557560591,2,1
3109,1557560648,0,0
3110,1557560670,-1,-1
3111,1557560713,3,1
3112,1557560790,0,1
3113,1557560801,-3,1
3114,1557560817,0,-1
3115,1557560830,1,-1
3116,1557561197,1,-2
3117,1557561715,1,-1
3118,1557562187,-1,1
3119,1557562739,0,0
3120,1557562892,-2,1
3121,1557562945,-3,0
3122,1557562994,-2,2
3123,1557563066,1,1
3124,1557563092,3,-3
3125,1557563115,-2,0
3126,1557563121,1,-1
3127,1557563123,2,3
3128,1557563172,1,-3
3129,1557563266,0,1
3130,1557563304,-1,-1
3131,1557563311,3,1
3132,1557563366,-1,1
3133,1557563410,0,1
3134,1557563598,3,-3
3135,1557564565,1,-1
3136,1557564581,1,0
3137,1557564958,1,-2
3138,1557565397,1,0
3139,1557565487,2,-1
3140,1557565520,0,0
3141,1557565585,-3,-1
3142,1557565614,0,0
3143,1557565711,2,3
3144,1557565730,1,0
3145,1557565867,3,-2
3146,1557565907,2,-1
3147,1557566034,-1,1
3148,1557566255,2,-1
3149,1557566413,0,-1
3150,1557566612,-2,1
3151,1557567872,2,0
3152,1557567978,-1,-1
3153,1557568093,-1,3
3154,1557568277,0,-2
3155,1557568287,-2,-2
3156,1557568337,-2,-2
3157,1557568404,-2,2
3158,1557568438,-1,0
3159,1557568464,1,1
3160,1557568477,0,-3
3161,1557568556,1,-2
3162,1557568648,3,-1
3163,1557568668,1,0
3164,1557568676,2,1
3165,1557568697,-2,-1
3166,1557568706,3,-2
3167,1557568763,-1,-1
3168,1557568836,1,0
3169,1557569726,2,2
3170,1557570265,0,2
3171,1557570628,-1,-1
3172,1557570958,1,-1
3173,1557571044,-1,-2
3174,1557571120,0,0
3175,1557571217,2,3
3176,1557571218,2,3
3177,1557571218,-2,-1
3178,1557571277,1,0
3179,1557571359,1,1
3180,1557571376,-1,-2
3181,1557571455,0,0
3182,1557571510,2,-1
3183,1557571860,0,-2
3184,1557572153,0,-1
3185,1557572351,0,1
3186,1557572466,2,-2
3187,1557572528,2,2
3188,1557573031,-1,1
3189,1557573125,1,-1
3190,1557573421,2,-2
3191,1557573485,0,-1
3192,1557573498,0,1
3193,1557573692,2,-1
3194,1557573721,0,3
3195,1557573806,3,3
3196,1557573988,1,-1
3197,1557573989,2,2
3198,1557574055,1,-2
3199,1557574093,1,0
3200,1557574096,1,-1
3201,1557574106,1,-2
3202,1557574114,-1,-1
3203,1557574160,1,-3
3204,1557574189,-3,-1
3205,1557575365,3,-3
3206,1557575593,-1,0
3207,1557575729,0,-1
3208,1557576046,1,-1
3209,1557576122,1,1
3210,1557576413,2,2
3211,1557576437,0,1
3212,1557576559,-1,-2
3213,1557576562,-2,-2
3214,1557576562,-2,-2
3215,1557576613,2,-3
3216,1557576628,3,2
3217,1557576721,3,-1
3218,1557576741,2,1
3219,1557576835,1,-1
3220,1557576872,-1,-1
3221,1557576909,0,2
3222,1557577047,0,-1
3223,1557577173,-2,-2
3224,1557577177,0,-1
3225,1557578335,1,-2
3226,1557578758,0,-1
3227,1557578944,0,1
3228,1557579065,2,-2
3229,1557579088,3,3
3230,1557579178,-1,-2
3231,1557579181,1,1
3232,1557579196,0,0
3233,1557579212,-2,-2
3234,1557579307,1,-1
3235,1557579317,2,2
3236,1557579364,1,3
3237,1557579369,-1,-2
3238,1557579385,1,-1
3239,1557579449,-2,-1
3240,1557579510,1,-2
3241,1557580814,1,-1
3242,1557580831,1,1
3243,1557581046,0,-1
3244,1557582138,-1,0
3245,1557582188,0,1
3246,1557582411,2,-1
3247,1557583390,3,-3
3248,1557583516,1,-1
3249,1557583924,1,0
3250,1557584771,-2,-3
3251,1557585931,-1,1
3252,1557585947,2,-2
3253,1557586827,2,1
3254,1557590051,0,-2
3255,1557591432,3,1
3256,1557591945,-1,-1
3257,1557593475,2,-2
3258,1557596859,-1,1
3259,1557600935,2,-2
3260,1557618687,-2,0
3261,1557624272,0,2
3262,1557625012,0,-1
3263,1557625137,0,1
3264,1557625507,-1,-2
3265,1557627585,0,0
3266,1557627667,0,-1
3267,1557627747,-2,2
3268,1557627798,0,0
3269,1557627873,-1,2
3270,1557628165,-1,0
3271,1557629022,1,1
3272,1557629863,0,-2
3273,1557630188,-2,-1
3274,1557630256,2,-1
3275,1557630464,0,-1
3276,1557630526,0,0
3277,1557630620,0,-1
3278,1557630633,-3,-3
3279,1557631712,1,-2
3280,1557632318,1,-1
3281,1557632826,1,-1
3282,1557632986,-1,1
3283,1557633014,-1,-2
3284,1557633019,0,-2
3285,1557633041,-2,-1
3286,1557633050,1,-1
3287,1557633060,1,-1
3288,1557633131,-1,-2
3289,1557633138,1,0
3290,1557633138,1,0
3291,1557633234,0,-1
3292,1557633402,0,-3
3293,1557633411,-2,-2
3294,1557633437,-2,-1
3295,1557633501,-1,1
3296,1557633556,1,1
3297,1557633595,2,-1
3298,1557633648,2,-2
3299,1557633911,3,-3
3300,1557634031,-2,-1
3301,1557634708,1,1
3302,1557635658,1,1
3303,1557635773,0,0
3304,1557635831,-1,0
3305,1557635900,-2,-1
3306,1557635913,1,-3
3307,1557635965,0,1
3308,1557636012,0,0
3309,1557636080,2,-2
3310,1557636094,2,-3
3311,1557636102,2,-1
3312,1557636203,1,1
3313,1557636254,-3,-1
3314,1557636386,0,0
3315,1557636533,1,-1
3316,1557636971,-1,1
3317,1557637691,1,1
3318,1557638116,-2,1
3319,1557638304,-1,-1
3320,1557638348,2,-1
3321,1557638441,-1,1
3322,1557638552,-1,1
3323,1557638771,0,-2
3324,1557638834,-2,0
3325,1557638864,1,-1
3326,1557638867,2,-2
3327,1557638872,1,-2
3328,1557638913,3,1
3329,1557638913,1,-1
3330,1557638914,3,-3
3331,1557638926,0,0
3332,1557638956,0,2
3333,1557638986,-1,2
3334,1557639160,-1,-2
3335,1557639353,2,-1
3336,1557639652,-1,-2
3337,1557640523,-1,0
3338,1557640770,-2,-1
3339,1557640770,-2,-1
3340,1557640865,-3,-3
3341,1557640993,-2,0
3342,1557641290,0,1
3343,1557641314,1,1
3344,1557641370,2,-1
3345,1557641395,0,1
3346,1557641460,-1,0
3347,1557641469,2,1
3348,1557641492,-1,0
3349,1557641539,2,2
3350,1557641552,0,-1
