,responseTime_unixtimestamp,Attention,Stress
1167,1556885598,1,-1
1168,1556885620,1,1
1169,1556885679,0,2
1170,1556885696,3,1
1171,1556885803,-1,-3
1172,1556886255,1,-1
1173,1556886994,1,-3
1174,1556887039,0,0
1175,1556887230,-2,-2
1176,1556887333,2,2
1177,1556887795,1,-1
1178,1556888189,0,0
1179,1556888265,1,0
1180,1556888308,2,2
1181,1556888491,-3,-3
1182,1556888513,2,-2
1183,1556888597,-2,3
1184,1556889187,-1,-3
1185,1556891493,-3,-2
1186,1556891536,1,-1
1187,1556892295,2,1
1188,1556894226,3,3
1189,1556894766,2,1
1190,1556895615,1,1
1191,1556898024,-1,-2
1192,1556898654,2,-1
1193,1556899149,0,0
1194,1556900229,2,-2
1195,1556926704,0,0
1196,1556928339,-2,-2
1197,1556930685,-1,0
1198,1556931853,1,2
1199,1556932027,0,0
1200,1556932043,2,-2
1201,1556932765,-1,1
1202,1556932798,-3,-2
1203,1556933189,2,-2
1204,1556934047,1,-2
1205,1556934121,1,0
1206,1556934769,3,2
1207,1556934909,-1,1
1208,1556935191,2,-1
1209,1556935193,-1,-1
1210,1556935378,0,0
1211,1556935413,-3,1
1212,1556935880,-1,-1
1213,1556935997,-1,1
1214,1556936337,1,2
1215,1556936353,0,2
1216,1556936645,0,1
1217,1556937004,2,-3
1218,1556938038,1,2
1219,1556938126,1,-1
1220,1556938464,1,1
1221,1556938551,0,0
1222,1556938830,0,-1
1223,1556938836,-2,3
1224,1556938898,-1,1
1225,1556938906,2,-1
1226,1556938988,-1,0
1227,1556939300,1,-1
1228,1556939596,1,0
1229,1556939830,-1,0
1230,1556940744,0,-3
1231,1556940851,-2,3
1232,1556941188,-1,-1
1233,1556941225,1,1
1234,1556941397,1,-2
1235,1556941649,1,-2
1236,1556941668,-2,0
1237,1556941870,1,-1
1238,1556941909,1,-2
1239,1556942080,0,-1
1240,1556942080,0,-1
1241,1556942244,1,-3
1242,1556942293,0,1
1243,1556942608,0,-3
1244,1556942965,-1,-2
1245,1556943025,0,0
1246,1556943130,2,0
1247,1556943687,1,-2
1248,1556944605,-1,1
1249,1556944643,-2,-2
1250,1556944676,1,-1
1251,1556944711,0,1
1252,1556944711,0,1
1253,1556944813,1,0
1254,1556944834,1,1
1255,1556944850,1,0
1256,1556944893,-1,-2
1257,1556944905,-1,-1
1258,1556944971,1,-3
1259,1556945017,0,-1
1260,1556945035,-2,-1
1261,1556945188,0,2
1262,1556945758,1,1
1263,1556945759,0,0
1264,1556946876,-2,-1
1265,1556947038,-1,-2
1266,1556947195,1,-1
1267,1556947248,-2,-1
1268,1556947250,-2,-1
1269,1556947332,1,-2
1270,1556947390,-1,-1
1271,1556947529,0,0
1272,1556947536,-1,-1
1273,1556947549,2,0
1274,1556947581,1,-1
1275,1556947585,-1,-2
1276,1556947633,0,-2
1277,1556947699,-1,0
1278,1556947709,-1,1
1279,1556947723,1,2
1280,1556948071,-1,0
1281,1556948512,1,1
1282,1556949183,-1,-3
1283,1556949412,0,0
1284,1556949667,-2,1
1285,1556949788,2,-2
1286,1556949822,2,1
1287,1556949919,1,-1
1288,1556950083,1,0
1289,1556950181,2,-1
1290,1556950250,3,1
1291,1556950282,-1,-2
1292,1556950284,2,-2
1293,1556950550,1,-2
1294,1556950556,0,-2
1295,1556950711,1,1
1296,1556950727,2,-3
1297,1556951537,-1,-1
1298,1556951739,-2,3
1299,1556952047,1,1
1300,1556952433,1,-2
1301,1556952581,-2,3
1302,1556952770,0,3
1303,1556952889,0,0
1304,1556952895,0,1
1305,1556953078,1,-1
1306,1556953161,2,-2
1307,1556953178,-1,2
1308,1556953179,1,-3
1309,1556953323,-3,-2
1310,1556953327,-3,-2
1311,1556953328,-3,-2
1312,1556953386,0,-2
1313,1556954364,1,-1
1314,1556954397,-2,2
1315,1556954486,2,2
1316,1556954552,3,-2
1317,1556955013,2,-2
1318,1556955116,1,1
1319,1556955309,0,0
1320,1556955341,0,-1
1321,1556955599,-3,-1
1322,1556955633,1,-1
1323,1556955701,1,-3
1324,1556955701,-1,-2
1325,1556955750,2,-3
1326,1556955777,2,-2
1327,1556955810,3,-2
1328,1556956333,1,0
1329,1556956615,0,1
1330,1556956777,-1,0
1331,1556956824,0,1
1332,1556957849,-1,-3
1333,1556957941,2,-2
1334,1556958022,2,-1
1335,1556958069,0,2
1336,1556958194,1,1
1337,1556958206,0,1
1338,1556958207,0,1
1339,1556958234,1,-1
1340,1556958322,-2,-2
1341,1556958380,2,-1
1342,1556958381,-2,1
1343,1556958433,1,-1
1344,1556958480,2,-3
1345,1556958608,-1,-2
1346,1556958740,0,1
1347,1556958801,-2,-2
1348,1556959734,1,0
1349,1556960332,-2,0
1350,1556960375,-1,0
1351,1556960546,1,0
1352,1556960725,0,-2
1353,1556960935,1,-2
1354,1556960962,0,-3
1355,1556961039,-1,1
1356,1556961120,3,-3
1357,1556961129,1,0
1358,1556961324,1,-2
1359,1556961346,1,-1
1360,1556961513,0,0
1361,1556962181,1,-3
1362,1556962217,-1,-1
1363,1556962363,-2,3
1364,1556962674,-1,-2
1365,1556962779,1,-2
1366,1556963370,2,1
1367,1556963538,1,-3
1368,1556963658,-2,0
1369,1556963669,2,-3
1370,1556963699,0,-3
1371,1556963713,2,-3
1372,1556963744,2,-2
1373,1556963827,-2,1
1374,1556963841,0,0
1375,1556963938,-1,1
1376,1556963966,3,-3
1377,1556964168,1,-2
1378,1556964232,0,2
1379,1556964308,-1,-1
1380,1556964397,-2,1
1381,1556964413,0,-3
1382,1556964563,-1,-1
1383,1556964563,-1,-1
1384,1556965064,0,0
1385,1556965064,0,0
1386,1556965192,0,0
1387,1556966011,2,-3
1388,1556966079,1,-1
1389,1556966177,-2,-2
1390,1556966238,1,-1
1391,1556966301,-1,1
1392,1556966305,-2,-2
1393,1556966385,0,1
1394,1556966399,1,-2
1395,1556966403,1,0
1396,1556966407,0,0
1397,1556966450,0,2
1398,1556966488,1,-2
1399,1556966534,0,-1
1400,1556966593,0,0
1401,1556966604,0,-2
1402,1556967617,2,1
1403,1556967948,2,-3
1404,1556968591,3,1
1405,1556968750,-1,0
1406,1556968814,-2,1
1407,1556968872,1,1
1408,1556968965,1,-1
1409,1556968966,1,1
1410,1556968966,1,1
1411,1556968987,2,-2
1412,1556969070,-2,1
1413,1556969082,1,-2
1414,1556969190,1,-3
1415,1556969207,-1,0
1416,1556969221,2,0
1417,1556969350,0,0
1418,1556969354,3,-3
1419,1556969454,3,-1
1420,1556969520,2,-2
1421,1556969520,0,1
1422,1556969575,2,-1
1423,1556969594,2,1
1424,1556969710,-1,-1
1425,1556969710,-1,-1
1426,1556970287,-1,0
1427,1556971195,0,-2
1428,1556971236,2,0
1429,1556971532,-1,-1
1430,1556971553,1,2
1431,1556971598,1,-1
1432,1556971608,1,1
1433,1556971688,2,-2
1434,1556971914,2,-2
1435,1556971976,-3,-2
1436,1556972016,-3,-1
1437,1556972042,0,0
1438,1556972141,-2,2
1439,1556972174,0,2
1440,1556972243,1,0
1441,1556972307,2,-3
1442,1556972529,1,-2
1443,1556972721,-1,-1
1444,1556973557,-1,2
1445,1556973589,0,0
1446,1556973619,3,0
1447,1556974040,-1,1
1448,1556974142,2,-1
1449,1556974510,0,0
1450,1556974548,3,-2
1451,1556974604,1,-3
1452,1556974647,0,-3
1453,1556974664,2,-3
1454,1556974665,-1,-1
1455,1556974749,0,0
1456,1556974849,-1,-1
1457,1556974861,1,-2
1458,1556974903,1,1
1459,1556975252,0,1
1460,1556975382,1,1
1461,1556976207,-1,2
1462,1556976540,3,-2
1463,1556976691,0,1
1464,1556977842,-1,1
1465,1556977926,-1,0
1466,1556978238,0,-2
1467,1556978506,3,-3
1468,1556978918,-1,1
1469,1556979010,2,-2
1470,1556979721,2,1
1471,1556979978,-1,-2
1472,1556981237,1,-1
1473,1556982290,3,-3
1474,1556984906,2,-1
1475,1556986620,2,-3
1476,1556990106,0,-1
1477,1556994504,-2,1
1478,1557017701,-1,1
1479,1557018647,1,-2
1480,1557019005,1,-2
1481,1557019130,-1,1
1482,1557019130,-1,1
1483,1557019457,-1,-1
1484,1557019909,0,-1
1485,1557020479,1,-1
1486,1557020535,-1,-2
1487,1557021011,1,0
1488,1557021409,-1,1
1489,1557021545,1,0
1490,1557021625,-1,-1
1491,1557021650,-2,0
1492,1557021651,-2,0
1493,1557021653,-2,0
1494,1557021654,-2,0
1495,1557021735,0,0
1496,1557022033,1,-3
1497,1557022159,1,0
1498,1557022341,-2,-2
1499,1557023192,-1,-1
1500,1557023540,2,1
1501,1557023603,1,0
1502,1557024046,-1,2
1503,1557024051,1,1
1504,1557024477,-2,-3
1505,1557024617,-2,2
1506,1557024751,-2,-2
1507,1557025165,0,-1
1508,1557025263,-3,0
1509,1557025273,1,3
1510,1557025348,-1,-2
1511,1557025399,-2,1
1512,1557025757,0,-1
1513,1557025833,-1,-1
1514,1557025936,2,1
1515,1557025972,2,-2
1516,1557026066,-1,-2
1517,1557026259,1,-1
1518,1557026459,0,0
1519,1557026705,1,1
1520,1557027578,1,-3
1521,1557027745,1,-1
1522,1557027942,2,2
1523,1557028407,-1,-1
1524,1557028455,-1,1
1525,1557028472,-1,-1
1526,1557028475,0,-2
1527,1557028504,1,-1
1528,1557028516,-1,-2
1529,1557028642,-1,-1
1530,1557028699,2,-2
1531,1557028716,-2,1
1532,1557028782,0,-3
1533,1557028845,-1,-1
1534,1557028931,0,0
1535,1557029030,1,2
1536,1557029287,1,-2
1537,1557029305,2,2
1538,1557030479,1,-3
1539,1557030558,1,-2
1540,1557030764,1,-1
1541,1557031095,-1,-2
1542,1557031098,-2,0
1543,1557031104,0,-2
1544,1557031108,1,-2
1545,1557031148,1,0
1546,1557031261,0,2
1547,1557031267,0,0
1548,1557031276,-1,-2
1549,1557031277,3,-2
1550,1557031393,1,-2
1551,1557031401,0,0
1552,1557031546,1,-1
1553,1557031875,1,1
1554,1557032647,1,0
1555,1557032648,1,0
1556,1557033618,-1,-2
1557,1557033637,-1,2
1558,1557033656,0,0
1559,1557033656,0,0
1560,1557033719,-3,3
1561,1557033854,1,-3
1562,1557033918,1,-1
1563,1557033988,2,-1
1564,1557034087,2,-2
1565,1557034129,2,-2
1566,1557034131,0,-1
1567,1557034131,0,-1
1568,1557034142,0,0
1569,1557034147,0,-1
1570,1557034203,-1,-1
1571,1557034240,-1,0
1572,1557034378,1,-3
1573,1557035377,2,2
1574,1557035855,-1,-2
1575,1557036132,0,0
1576,1557036141,1,-2
1577,1557036382,-2,0
1578,1557036445,1,0
1579,1557036450,2,1
1580,1557036475,1,-1
1581,1557036521,-2,0
1582,1557036608,0,-2
1583,1557036610,1,-1
1584,1557036816,0,0
1585,1557036868,1,-1
1586,1557037108,0,0
1587,1557037971,1,2
1588,1557038849,-1,0
1589,1557038994,-1,1
1590,1557039263,0,-2
1591,1557039280,-1,2
1592,1557039324,0,-1
1593,1557039370,1,1
1594,1557039406,-2,-1
1595,1557039443,1,-2
1596,1557039456,2,-1
1597,1557039479,-1,0
1598,1557039625,-1,-1
1599,1557039740,0,-2
1600,1557040651,3,-1
1601,1557041286,2,-3
1602,1557041290,-1,-1
1603,1557041527,-1,-1
1604,1557041606,1,1
1605,1557041763,0,-2
1606,1557041763,0,-2
1607,1557041841,1,-1
1608,1557041895,-2,-2
1609,1557041970,-2,-2
1610,1557041987,3,-2
1611,1557042036,0,0
1612,1557042061,-1,1
1613,1557042180,-1,0
1614,1557042213,-1,-1
1615,1557042227,-2,-2
1616,1557042405,0,1
1617,1557042427,0,0
1618,1557042511,2,-2
1619,1557043221,0,3
1620,1557043483,0,-2
1621,1557043668,-2,-1
1622,1557044163,0,1
1623,1557044239,-2,1
1624,1557044326,1,2
1625,1557044372,2,-2
1626,1557044397,2,-2
1627,1557044399,1,-1
1628,1557044488,-1,-1
1629,1557044531,0,0
1630,1557044549,-1,1
1631,1557044558,2,-2
1632,1557044687,1,-3
1633,1557044738,-1,2
1634,1557044781,0,1
1635,1557044865,0,0
1636,1557044994,1,0
1637,1557045106,1,2
1638,1557045107,1,2
1639,1557045317,-1,-2
1640,1557045445,-1,1
1641,1557046653,2,-3
1642,1557046935,2,-2
1643,1557046943,2,-2
1644,1557047021,1,1
1645,1557047469,1,-2
1646,1557047545,-1,-1
1647,1557047569,0,-1
1648,1557047657,1,-2
1649,1557047868,1,-2
1650,1557048168,3,1
1651,1557048896,-1,2
1652,1557048935,0,-1
1653,1557049159,0,-1
1654,1557049322,-1,-1
1655,1557049584,2,0
1656,1557049763,2,-3
1657,1557049807,3,-2
1658,1557049831,2,1
1659,1557049859,1,-2
1660,1557049907,-1,1
1661,1557050046,0,-1
1662,1557050046,0,-1
1663,1557050051,-1,1
1664,1557050281,1,1
1665,1557050316,0,2
1666,1557050396,0,1
1667,1557050442,3,-2
1668,1557050540,2,1
1669,1557051015,-2,-3
1670,1557051886,0,1
1671,1557052113,0,-2
1672,1557052136,1,-1
1673,1557052327,2,-3
1674,1557052397,-1,1
1675,1557052632,1,-1
1676,1557052676,1,-2
1677,1557052695,0,1
1678,1557052702,1,-2
1679,1557052793,-2,1
1680,1557052794,-2,1
1681,1557052811,0,2
1682,1557052824,3,-1
1683,1557052898,1,1
1684,1557052905,0,1
1685,1557052937,3,0
1686,1557053017,1,-3
1687,1557053017,1,-3
1688,1557053160,0,-1
1689,1557053229,-1,-2
1690,1557053230,-1,-2
1691,1557053257,-2,-1
1692,1557053259,-1,-1
1693,1557053344,2,1
1694,1557054514,1,0
1695,1557055036,-1,-1
1696,1557055142,1,-1
1697,1557055311,0,-2
1698,1557055370,0,2
1699,1557055395,-1,1
1700,1557055440,-3,0
1701,1557055497,2,-3
1702,1557055522,-1,0
1703,1557055526,-1,-2
1704,1557055541,-1,-1
1705,1557055550,1,1
1706,1557055634,0,0
1707,1557055682,0,-3
1708,1557055839,1,-2
1709,1557055860,1,-2
1710,1557055881,3,-2
1711,1557055883,2,-3
1712,1557055883,1,0
1713,1557055976,0,-1
1714,1557055988,0,2
1715,1557056753,2,1
1716,1557057020,2,-2
1717,1557057779,0,2
1718,1557057884,-1,-1
1719,1557057912,0,-2
1720,1557057957,-1,1
1721,1557057976,0,-2
1722,1557058036,2,2
1723,1557058117,2,2
1724,1557058270,0,0
1725,1557058291,-1,-2
1726,1557058306,2,-3
1727,1557058373,3,-1
1728,1557058373,3,-1
1729,1557058397,-1,2
1730,1557058405,3,-3
1731,1557058456,1,-2
1732,1557058491,2,-2
1733,1557058528,-1,1
1734,1557058723,-1,1
1735,1557060203,3,2
1736,1557060372,0,2
1737,1557060465,-1,1
1738,1557060583,0,0
1739,1557060757,-1,-3
1740,1557060918,-1,-1
1741,1557061007,1,-2
1742,1557061048,-3,-1
1743,1557061073,0,3
1744,1557061092,2,-2
1745,1557061157,-1,2
1746,1557061197,1,0
1747,1557061290,3,-3
1748,1557061650,2,1
1749,1557062074,0,-2
1750,1557062212,-1,0
1751,1557062853,0,2
1752,1557062907,0,-1
1753,1557063078,2,-3
1754,1557063655,0,2
1755,1557064835,-1,0
1756,1557064903,-3,3
1757,1557065056,3,-3
1758,1557065451,3,-1
1759,1557065527,0,0
1760,1557065844,-1,0
1761,1557068862,-3,-3
1762,1557071632,-1,-2
1763,1557074784,0,-2
1764,1557078813,-1,1
1765,1557082828,-1,-1
1766,1557101047,-3,3
1767,1557102169,0,2
1768,1557102169,0,2
1769,1557104885,0,-2
1770,1557105084,-1,2
1771,1557106274,2,1
1772,1557107375,1,-2
1773,1557107503,1,1
1774,1557108599,1,-1
1775,1557108876,1,0
1776,1557109079,2,-1
1777,1557109100,1,-1
1778,1557109261,-1,1
1779,1557109322,1,0
1780,1557109356,0,3
1781,1557109519,1,0
1782,1557111179,-2,-2
1783,1557111499,-1,1
1784,1557111613,1,1
1785,1557111725,0,-3
1786,1557111758,-1,3
1787,1557111794,-1,0
1788,1557111820,3,-2
1789,1557111850,0,-1
1790,1557112183,2,2
1791,1557112281,1,1
1792,1557112328,2,1
1793,1557112625,1,-1
1794,1557113968,-1,-1
1795,1557114017,1,-2
1796,1557114392,0,0
1797,1557114598,2,0
1798,1557114688,1,-1
1799,1557115044,-2,2
1800,1557115117,-1,1
1801,1557115185,1,0
1802,1557115239,1,-1
1803,1557115396,0,0
1804,1557115396,0,0
1805,1557115578,0,0
1806,1557116729,0,0
1807,1557116819,1,2
1808,1557116839,1,2
1809,1557117281,2,-2
1810,1557117466,2,-2
1811,1557117553,-2,-2
1812,1557117706,0,1
1813,1557117719,1,-1
1814,1557117735,1,0
1815,1557117743,0,0
1816,1557117807,1,-3
1817,1557117861,-2,-1
1818,1557117862,-1,1
1819,1557118473,1,-1
1820,1557118823,2,-2
1821,1557118823,1,2
1822,1557118864,1,-2
1823,1557119521,0,1
1824,1557119602,2,-2
1825,1557119955,1,2
1826,1557120070,-1,0
1827,1557120194,0,-1
1828,1557120196,0,-1
1829,1557120248,0,-1
1830,1557120313,1,1
1831,1557120325,0,-1
1832,1557120541,-1,1
1833,1557120558,0,2
1834,1557120636,0,-2
1835,1557121055,3,3
1836,1557122340,0,0
1837,1557122349,-1,1
1838,1557122420,-3,-2
1839,1557122476,0,-2
1840,1557122593,-2,3
1841,1557122656,-1,2
1842,1557122679,0,1
1843,1557122773,0,0
1844,1557122944,-2,-2
1845,1557122959,-1,-2
1846,1557122989,1,0
1847,1557122992,1,0
1848,1557122992,1,0
1849,1557123019,2,1
1850,1557123106,0,1
1851,1557123168,0,0
1852,1557123190,3,-1
1853,1557123212,0,1
1854,1557123255,3,1
1855,1557123432,-1,1
1856,1557123432,0,-2
1857,1557125027,0,1
1858,1557125075,0,1
1859,1557125378,1,-1
1860,1557125422,0,-1
1861,1557125478,1,-1
1862,1557125597,-1,-2
1863,1557125611,-1,-1
1864,1557125633,-2,-2
1865,1557125662,3,0
1866,1557125681,0,1
1867,1557125714,2,-2
1868,1557125727,-1,0
1869,1557125756,3,1
1870,1557125816,-1,-2
1871,1557125834,-1,1
1872,1557125861,2,-2
1873,1557125868,0,0
1874,1557125881,-1,-1
1875,1557125884,0,0
1876,1557126239,2,2
1877,1557127239,-1,1
1878,1557127239,-1,1
1879,1557127903,3,2
1880,1557128024,-1,1
1881,1557128091,-1,-1
1882,1557128216,1,1
1883,1557128301,-1,-2
1884,1557128364,1,0
1885,1557128417,0,2
1886,1557128480,-2,1
1887,1557128654,-1,1
1888,1557128679,-2,-2
1889,1557128695,-3,-2
1890,1557128721,0,0
1891,1557128726,0,-1
1892,1557128770,2,2
1893,1557128825,-2,-2
1894,1557129349,-1,1
1895,1557130832,1,-1
1896,1557130896,-1,-2
1897,1557130933,-2,2
1898,1557131031,1,-1
1899,1557131047,1,-1
1900,1557131063,1,1
1901,1557131127,0,0
1902,1557131175,3,1
1903,1557131320,2,2
1904,1557131366,-1,-1
1905,1557131380,0,0
1906,1557131393,2,-3
1907,1557131459,0,0
1908,1557131523,1,-2
1909,1557132368,2,2
1910,1557132373,-1,1
1911,1557132933,-1,-1
1912,1557133701,3,2
1913,1557133765,0,1
1914,1557133779,-1,1
1915,1557133779,-1,1
1916,1557133819,-1,0
1917,1557133848,-1,-1
1918,1557133848,-1,-1
1919,1557133873,2,-3
1920,1557133879,0,0
1921,1557133904,-1,0
1922,1557133963,-2,-1
1923,1557133994,-3,3
1924,1557134013,0,0
1925,1557134052,0,-2
1926,1557134186,3,1
1927,1557135370,0,1
1928,1557135852,0,1
1929,1557135935,1,0
1930,1557136106,0,1
1931,1557136238,-3,3
1932,1557136238,-3,3
1933,1557136255,2,-3
1934,1557136291,1,-3
1935,1557136323,0,0
1936,1557136323,0,0
1937,1557136409,-1,-2
1938,1557136462,1,-2
1939,1557136521,0,1
1940,1557136631,0,0
1941,1557136658,-1,1
1942,1557136719,1,-1
1943,1557136769,2,1
1944,1557136793,2,-2
1945,1557136815,1,0
1946,1557136933,-2,1
1947,1557137890,-1,-1
1948,1557137890,-1,-1
1949,1557138740,1,-1
1950,1557139011,-1,1
1951,1557139034,0,0
1952,1557139100,-1,0
1953,1557139161,-1,1
1954,1557139219,-2,1
1955,1557139252,-1,0
1956,1557139361,2,-3
1957,1557139362,2,3
1958,1557139401,-1,-1
1959,1557139455,0,-2
1960,1557139895,2,0
1961,1557139924,-2,0
1962,1557139924,-2,0
1963,1557140007,1,0
1964,1557140725,-2,-2
1965,1557141031,1,-1
1966,1557141557,1,-1
1967,1557141779,1,-2
1968,1557141827,0,-1
1969,1557141908,0,1
1970,1557141921,2,2
1971,1557142035,2,1
1972,1557142042,0,-2
1973,1557142046,0,0
1974,1557142115,2,-2
1975,1557142236,-1,-1
1976,1557142256,-1,-1
1977,1557142405,2,-3
1978,1557142535,0,3
1979,1557143658,-2,-2
1980,1557144017,2,0
1981,1557144287,1,1
1982,1557144444,2,0
1983,1557144494,-1,0
1984,1557144496,-2,1
1985,1557144500,1,1
1986,1557144564,2,-1
1987,1557144701,3,1
1988,1557144707,-1,-1
1989,1557144730,-3,2
1990,1557144776,3,-3
1991,1557144840,1,-3
1992,1557144843,-1,1
1993,1557144881,0,2
1994,1557144884,0,1
1995,1557146461,0,0
1996,1557146607,2,0
1997,1557146743,1,-1
1998,1557146826,0,1
1999,1557147118,-1,1
2000,1557147205,-2,1
2001,1557147259,0,2
2002,1557147270,1,0
2003,1557147360,-1,1
2004,1557147417,0,2
2005,1557147432,0,1
2006,1557147455,-3,3
2007,1557147633,0,0
2008,1557147680,1,1
2009,1557148455,1,2
2010,1557148821,1,0
2011,1557150357,-1,-2
2012,1557151190,1,2
2013,1557151303,1,-2
2014,1557199341,-1,1
2015,1557200673,0,0
2016,1557200693,1,0
2017,1557200720,1,1
2018,1557200986,1,0
2019,1557201211,-1,0
2020,1557201221,1,1
2021,1557202453,2,-2
2022,1557203682,0,-1
2023,1557203716,1,-1
2024,1557203865,-2,-2
2025,1557203929,0,-2
2026,1557204058,1,1
2027,1557204233,1,-2
2028,1557206524,0,0
2029,1557206555,0,0
2030,1557206560,0,0
2031,1557209651,1,-2
2032,1557209679,1,0
2033,1557209692,1,-1
2034,1557209784,2,1
2035,1557211855,3,-3
2036,1557212258,2,1
2037,1557212523,0,-1
2038,1557214644,1,0
2039,1557214718,-1,1
2040,1557214921,2,-1
2041,1557214949,1,-1
2042,1557215006,1,-1
2043,1557215141,3,-3
2044,1557215502,3,2
2045,1557215776,0,0
2046,1557217529,0,0
2047,1557217578,2,3
2048,1557217588,0,-1
2049,1557217701,2,-1
2050,1557217814,2,-2
2051,1557220013,-1,0
2052,1557220069,2,-2
2053,1557220094,0,0
2054,1557220121,2,-2
2055,1557220173,1,-1
2056,1557220399,0,0
2057,1557220531,1,-2
2058,1557222626,1,-1
2059,1557222729,1,1
2060,1557222801,0,1
2061,1557222964,0,1
2062,1557222974,1,-1
2063,1557222984,3,0
2064,1557223084,2,-3
2065,1557223159,-1,0
2066,1557223210,1,-1
2067,1557225191,0,2
2068,1557225618,2,-1
2069,1557225656,2,1
2070,1557225811,-1,-1
2071,1557225880,-1,1
2072,1557228141,1,0
2073,1557228277,-1,-2
2074,1557228307,0,0
2075,1557228451,1,-1
2076,1557228465,1,0
2077,1557228503,2,-1
2078,1557228513,0,0
2079,1557228551,0,0
2080,1557228691,2,1
2081,1557230759,0,0
2082,1557230867,3,1
2083,1557230915,2,2
2084,1557230933,1,-2
2085,1557230987,0,0
2086,1557231045,1,-3
2087,1557233396,-1,0
2088,1557233637,-2,-2
2089,1557233831,0,-2
2090,1557233920,3,2
2091,1557234373,1,-1
2092,1557272230,1,3
2093,1557273754,-1,-1
2094,1557274188,2,-2
2095,1557275129,0,0
2096,1557276238,1,0
2097,1557276563,-2,3
2098,1557277236,2,-2
2099,1557277236,2,-2
2100,1557277620,1,-1
2101,1557277780,2,1
2102,1557277780,2,1
2103,1557277913,2,-1
2104,1557277990,2,-1
2105,1557278103,0,-1
2106,1557278118,-2,2
2107,1557278441,1,-3
2108,1557278678,2,0
2109,1557278986,3,3
2110,1557279038,0,1
2111,1557279129,1,0
2112,1557279153,0,1
2113,1557279387,1,2
2114,1557279423,-1,2
2115,1557279457,0,1
2116,1557279626,0,-1
2117,1557279649,1,-1
2118,1557279674,0,-1
2119,1557279768,2,1
2120,1557280349,-1,-2
2121,1557280929,3,1
2122,1557281360,-2,1
2123,1557281428,-1,1
2124,1557281429,-2,-1
2125,1557281485,1,1
2126,1557281593,-1,-3
2127,1557281678,-1,1
2128,1557281772,2,2
2129,1557281817,1,-1
2130,1557281830,0,0
2131,1557282197,0,2
2132,1557282283,2,0
2133,1557282360,2,-2
2134,1557282479,-2,2
2135,1557282585,1,2
2136,1557282857,2,2
2137,1557283094,-1,1
2138,1557283258,1,2
2139,1557283717,2,-1
2140,1557283733,2,2
2141,1557284293,2,1
2142,1557284308,-1,1
2143,1557284552,0,-2
2144,1557284608,1,-1
2145,1557284608,1,-1
2146,1557284811,1,2
2147,1557284880,0,-2
2148,1557284970,0,-1
2149,1557284974,1,-3
2150,1557285013,0,0
2151,1557285015,2,-2
2152,1557285034,1,1
2153,1557285053,1,-2
2154,1557285183,2,-1
2155,1557285200,0,-1
2156,1557285279,1,0
2157,1557286921,2,1
2158,1557286949,0,3
2159,1557286950,-1,1
2160,1557287138,2,0
2161,1557287652,2,0
2162,1557287674,2,-3
2163,1557287676,2,-3
2164,1557287705,0,-1
2165,1557287707,1,1
2166,1557287748,-1,0
2167,1557287816,2,0
2168,1557287827,0,-2
2169,1557287830,1,-1
2170,1557287833,0,0
2171,1557287860,0,2
2172,1557288056,1,-1
2173,1557288160,2,1
2174,1557288262,-1,1
2175,1557289469,-2,1
2176,1557289469,-2,1
2177,1557289842,0,0
2178,1557289934,2,1
2179,1557290006,3,1
2180,1557290063,0,-1
2181,1557290183,-1,0
2182,1557290248,1,-1
2183,1557290290,1,-1
2184,1557290300,3,-1
2185,1557290431,1,-2
2186,1557290439,2,-3
2187,1557290541,1,2
2188,1557290633,3,-2
2189,1557290648,2,1
2190,1557290691,-2,-2
2191,1557290931,-1,2
2192,1557291056,2,1
2193,1557291056,2,1
2194,1557291117,3,-3
2195,1557291650,0,0
2196,1557292139,0,0
2197,1557292282,-2,1
2198,1557292631,2,2
2199,1557292852,1,0
2200,1557292909,2,1
2201,1557293157,1,-1
2202,1557293172,0,1
2203,1557293199,0,1
2204,1557293228,2,0
2205,1557293245,-1,-3
2206,1557293247,-1,-2
2207,1557293460,0,-1
2208,1557293475,0,-2
2209,1557293546,1,1
2210,1557294241,-1,1
2211,1557294241,-1,1
2212,1557294386,2,2
2213,1557294786,1,-3
2214,1557294883,-1,1
2215,1557295601,-1,-1
2216,1557295658,3,-1
2217,1557295672,2,1
2218,1557295703,1,-1
2219,1557295753,0,-1
2220,1557295822,3,1
2221,1557295925,0,-2
2222,1557295949,1,-1
2223,1557295950,0,3
2224,1557295992,1,-1
2225,1557296010,1,0
2226,1557296048,1,-1
2227,1557296070,-2,1
2228,1557296115,1,-1
2229,1557296146,-3,0
2230,1557296232,2,-1
2231,1557296961,-2,0
2232,1557297007,2,-1
2233,1557297888,3,3
2234,1557297927,0,2
2235,1557298176,0,-1
2236,1557298403,1,1
2237,1557298448,2,-1
2238,1557298470,1,-2
2239,1557298512,0,1
2240,1557298534,2,-2
2241,1557298583,-2,2
2242,1557298669,3,-3
2243,1557298695,3,-1
2244,1557298702,3,-3
2245,1557298705,0,0
2246,1557298785,2,0
2247,1557298795,3,-3
2248,1557299775,1,-1
2249,1557299923,0,1
2250,1557300337,2,-1
2251,1557300438,3,3
2252,1557300823,1,-2
2253,1557301101,1,0
2254,1557301151,1,-1
2255,1557301158,1,-1
2256,1557301289,2,-1
2257,1557301310,1,0
2258,1557301311,3,-3
2259,1557301344,-2,1
2260,1557301419,0,2
