country,region,year,co2,gdp,population,child_mortality,life
Denmark,Europe & Central Asia,1971,11.5,22464,4959083,15.8,73.44
Denmark,Europe & Central Asia,1972,12,23562,4987806,14.9,73.47
Denmark,Europe & Central Asia,1973,11.8,24318,5014503,13.9,73.71
Denmark,Europe & Central Asia,1974,10.9,24027,5038752,13.1,73.84
Denmark,Europe & Central Asia,1975,11,23846,5060227,12.3,74.11
Denmark,Europe & Central Asia,1976,11.8,25376,5079015,11.6,73.78
Denmark,Europe & Central Asia,1977,12.1,25758,5095133,11.1,74.69
Denmark,Europe & Central Asia,1978,12,26108,5108145,10.6,74.45
Denmark,Europe & Central Asia,1979,12.3,27020,5117514,10.3,74.27
Denmark,Europe & Central Asia,1980,11.8,26921,5123026,10,74.16
Denmark,Europe & Central Asia,1981,10.1,26741,5124545,9.7,74.29
Denmark,Europe & Central Asia,1982,10.5,27622,5122696,9.6,74.63
Denmark,Europe & Central Asia,1983,9.8,28392,5118998,9.6,74.5
Denmark,Europe & Central Asia,1984,9.94,29711,5115476,9.6,74.65
Denmark,Europe & Central Asia,1985,11.7,31032,5113701,9.7,74.52
Denmark,Europe & Central Asia,1986,11.5,32181,5114172,9.7,74.69
Denmark,Europe & Central Asia,1987,11.4,32297,5116854,9.7,74.8
Denmark,Europe & Central Asia,1988,10.8,32720,5122098,9.6,74.89
Denmark,Europe & Central Asia,1989,9.51,32849,5130127,9.3,74.92
Denmark,Europe & Central Asia,1990,9.77,33256,5141034,8.9,74.92
Denmark,Europe & Central Asia,1991,11.7,33601,5155038,8.4,75.29
Denmark,Europe & Central Asia,1992,10.5,34152,5172040,7.9,75.33
Denmark,Europe & Central Asia,1993,11,34008,5191370,7.4,75.25
Denmark,Europe & Central Asia,1994,11.7,35766,5212071,6.9,75.51
Denmark,Europe & Central Asia,1995,10.9,36670,5233364,6.5,75.36
Denmark,Europe & Central Asia,1996,13.7,37521,5255213,6.2,75.74
Denmark,Europe & Central Asia,1997,11.7,38584,5277572,6,76.11
Denmark,Europe & Central Asia,1998,11.2,39297,5299649,5.8,76.51
Denmark,Europe & Central Asia,1999,10.4,40321,5320488,5.7,76.66
Denmark,Europe & Central Asia,2000,9.61,41693,5339501,5.6,76.9
Denmark,Europe & Central Asia,2001,9.88,41886,5356055,5.5,77.06
Denmark,Europe & Central Asia,2002,9.69,41947,5370507,5.4,77.18
Denmark,Europe & Central Asia,2003,10.4,41996,5384487,5.3,77.78
Denmark,Europe & Central Asia,2004,9.37,42993,5400280,5.1,77.58
Denmark,Europe & Central Asia,2005,8.69,43919,5419444,4.9,78.32
Denmark,Europe & Central Asia,2006,10.1,45437,5442644,4.7,78.32
Denmark,Europe & Central Asia,2007,9.19,45609,5469130,4.5,78.44
Denmark,Europe & Central Asia,2008,8.54,45017,5497312,4.3,78.408
Denmark,Europe & Central Asia,2009,8.05,42498,5524874,4.2,78.809
Denmark,Europe & Central Asia,2010,8.4,42997,5550142,4,78.969
Denmark,Europe & Central Asia,2011,7.28,43314,5572594,3.9,79.114
Denmark,Europe & Central Asia,2012,6.49,42869,5592738,3.8,79.251
Denmark,Europe & Central Asia,2013,6.83,42483,5611187,3.7,79.388
Djibouti,Middle East & North Africa,1964,0.784,3700,109222,208.78,45.727
Djibouti,Middle East & North Africa,1965,1.05,3693,116706,202.3,46.166
Djibouti,Middle East & North Africa,1966,1.13,3708,124688,195.89,46.654
Djibouti,Middle East & North Africa,1967,0.67,3701,133253,193.62,47.203
Djibouti,Middle East & North Africa,1968,0.862,3676,142320,191.37,47.814
Djibouti,Middle East & North Africa,1969,0.563,3668,151782,189.15,48.476
Djibouti,Middle East & North Africa,1970,0.873,4357,161622,186.95,49.16
Djibouti,Middle East & North Africa,1971,0.953,4510,171519,184.78,49.827
Djibouti,Middle East & North Africa,1972,1.06,4529,181622,182.64,50.442
Djibouti,Middle East & North Africa,1973,0.943,4602,192922,180.51,50.982
Djibouti,Middle East & North Africa,1974,0.947,4381,206763,178.42,51.442
Djibouti,Middle East & North Africa,1975,0.883,4350,223963,176.35,51.832
Djibouti,Middle East & North Africa,1976,0.797,4538,245326,174.3,52.177
Djibouti,Middle East & North Africa,1977,0.714,3779,270222,169.4,52.513
Djibouti,Middle East & North Africa,1978,0.655,3632,296307,164.7,52.865
Djibouti,Middle East & North Africa,1979,1.08,3555,320332,160.1,53.241
Djibouti,Middle East & North Africa,1980,0.97,3500,340133,155.8,53.639
Djibouti,Middle East & North Africa,1981,0.802,3526,354304,151.7,54.049
Djibouti,Middle East & North Africa,1982,0.904,3531,363940,147.4,54.451
Djibouti,Middle East & North Africa,1983,0.885,3461,372386,143.3,54.828
Djibouti,Middle East & North Africa,1984,0.867,3795,384409,139.3,55.174
Djibouti,Middle East & North Africa,1985,0.844,3704,403221,135.3,55.488
Djibouti,Middle East & North Africa,1986,0.831,3616,430367,131.7,55.772
Djibouti,Middle East & North Africa,1987,0.793,3532,464202,128.3,56.032
Djibouti,Middle East & North Africa,1988,0.659,3364,500876,125.1,56.271
Djibouti,Middle East & North Africa,1989,0.689,3165,534862,122,56.488
Djibouti,Middle East & North Africa,1990,0.547,3050,562290,119.4,56.678
Djibouti,Middle East & North Africa,1991,0.514,2811,581641,117,56.831
Djibouti,Middle East & North Africa,1992,0.507,2736,594437,115,56.943
Djibouti,Middle East & North Africa,1993,0.504,2505,603534,113.2,57.017
Djibouti,Middle East & North Africa,1994,0.489,2440,613219,111.5,57.056
Djibouti,Middle East & North Africa,1995,0.483,2315,626537,110.2,57.066
Djibouti,Middle East & North Africa,1996,0.484,2181,644434,108.5,57.05
Djibouti,Middle East & North Africa,1997,0.494,2127,665755,106.8,57.023
Djibouti,Middle East & North Africa,1998,0.463,2092,688940,104.9,56.999
Djibouti,Middle East & North Africa,1999,0.45,2103,711573,102.9,56.993
Djibouti,Middle East & North Africa,2000,0.475,2079,731930,100.8,57.023
Djibouti,Middle East & North Africa,2001,0.5,2090,749604,98.4,57.101
Djibouti,Middle East & North Africa,2002,0.536,2114,765283,96,57.234
Djibouti,Middle East & North Africa,2003,0.556,2150,779640,93.5,57.425
Djibouti,Middle East & North Africa,2004,0.528,2202,793738,91,57.678
Djibouti,Middle East & North Africa,2005,0.529,2240,808367,88.5,57.996
Djibouti,Middle East & North Africa,2006,0.516,2315,823682,86,58.38
Djibouti,Middle East & North Africa,2007,0.571,2399,839453,83.5,58.816
Djibouti,Middle East & North Africa,2008,0.606,2502,855636,81,59.292
Djibouti,Middle East & North Africa,2009,0.552,2590,872090,78.5,59.794
Djibouti,Middle East & North Africa,2010,0.607,2665,888716,76.1,60.307
Djibouti,Middle East & North Africa,2011,0.546,2767,905564,73.9,60.819
Djibouti,Middle East & North Africa,2012,0.587,2807,922708,71.7,61.319
Djibouti,Middle East & North Africa,2013,0.679,2903,940090,69.5,61.801
Ecuador,America,1964,0.421,4786,4994917,159.9,55.404
Ecuador,America,1965,0.434,5108,5146294,155.6,55.843
Ecuador,America,1966,0.448,5102,5302370,151.8,56.242
Ecuador,America,1967,0.466,5226,5463176,148.2,56.622
Ecuador,America,1968,0.544,5364,5628565,144.9,57
Ecuador,America,1969,0.609,5501,5798368,141.4,57.387
Ecuador,America,1970,0.705,5723,5972464,138,57.791
Ecuador,America,1971,0.676,5866,6150690,134.3,58.213
Ecuador,America,1972,0.715,6035,6333049,130.3,58.652
Ecuador,America,1973,0.796,6580,6519792,126,59.107
Ecuador,America,1974,0.896,6752,6711284,121.3,59.58
Ecuador,America,1975,1.05,6891,6907740,116.6,60.075
Ecuador,America,1976,1.13,7330,7109119,111.8,60.598
Ecuador,America,1977,1.01,7560,7315156,107.2,61.147
Ecuador,America,1978,1.38,7844,7525548,102.6,61.72
Ecuador,America,1979,1.57,8023,7739894,98.3,62.315
Ecuador,America,1980,1.69,8145,7957811,93.9,62.927
Ecuador,America,1981,2.04,8231,8178948,89.5,63.553
Ecuador,America,1982,2.3,8083,8403034,85,64.186
Ecuador,America,1983,2.27,7689,8629832,80.7,64.82
Ecuador,America,1984,2.41,7777,8859125,76.6,65.448
Ecuador,America,1985,2.15,7880,9090592,72.7,66.063
Ecuador,America,1986,1.65,7887,9323745,69.1,66.659
Ecuador,America,1987,1.59,7189,9557974,65.7,67.235
Ecuador,America,1988,1.77,7739,9792658,62.6,67.791
Ecuador,America,1989,2.03,7540,10027109,59.7,68.325
Ecuador,America,1990,1.65,7542,10260587,56.9,68.839
Ecuador,America,1991,1.58,7685,10493498,54.1,69.336
Ecuador,America,1992,2.08,7672,10725281,51.5,69.822
Ecuador,America,1993,2.21,7652,10953182,48.8,70.298
Ecuador,America,1994,1.22,7805,11173647,46.3,70.766
Ecuador,America,1995,2,7811,11384506,43.9,71.226
Ecuador,America,1996,2.07,7781,11584074,41.6,71.681
Ecuador,America,1997,1.54,7951,11774005,39.6,72.127
Ecuador,America,1998,1.85,8045,11959586,37.7,72.558
Ecuador,America,1999,1.73,7511,12148188,35.9,72.971
Ecuador,America,2000,1.64,7444,12345023,34.4,73.353
Ecuador,America,2001,1.8,7593,12552036,33.1,73.693
Ecuador,America,2002,1.91,7753,12767415,31.9,73.985
Ecuador,America,2003,2.03,7814,12987992,30.9,74.233
Ecuador,America,2004,2.15,8300,13208869,30,74.441
Ecuador,America,2005,2.2,8582,13426402,29.1,74.622
Ecuador,America,2006,2.07,8802,13639708,28.3,74.794
Ecuador,America,2007,2.24,8840,13849721,27.5,74.973
Ecuador,America,2008,2.34,9244,14056740,26.8,75.172
Ecuador,America,2009,2.46,9143,14261566,26,75.396
Ecuador,America,2010,2.44,9311,14464739,25.2,75.647
Ecuador,America,2011,2.54,9882,14666055,24.5,75.917
Ecuador,America,2012,2.47,10233,14864987,23.7,76.195
Ecuador,America,2013,2.62,10541,15061398,23,76.471
Egypt,Middle East & North Africa,1964,0.849,2443,30970067,274.8,50.133
Egypt,Middle East & North Africa,1965,0.895,2509,31771227,266.9,50.578
Egypt,Middle East & North Africa,1966,0.838,2447,32586961,260.3,50.977
Egypt,Middle East & North Africa,1967,0.605,2377,33415926,254.8,51.325
Egypt,Middle East & North Africa,1968,0.686,2460,34252634,250.2,51.625
Egypt,Middle East & North Africa,1969,0.576,2614,35089893,246.4,51.898
Egypt,Middle East & North Africa,1970,0.619,3055,35923283,242.9,52.179
Egypt,Middle East & North Africa,1971,0.643,3090,36751162,239.4,52.512
Egypt,Middle East & North Africa,1972,0.696,3140,37577248,235.2,52.926
Egypt,Middle East & North Africa,1973,0.635,3095,38409289,229.7,53.44
Egypt,Middle East & North Africa,1974,0.682,3105,39258086,222.9,54.052
Egypt,Middle East & North Africa,1975,0.794,3193,40132189,214.7,54.749
Egypt,Middle East & North Africa,1976,0.86,3552,41033408,205.7,55.496
Egypt,Middle East & North Africa,1977,0.923,3745,41961731,196.2,56.254
Egypt,Middle East & North Africa,1978,0.936,3953,42921556,186.6,56.99
Egypt,Middle East & North Africa,1979,0.998,4262,43917526,177,57.692
Egypt,Middle East & North Africa,1980,1.03,4580,44952497,167.6,58.365
Egypt,Middle East & North Africa,1981,1.13,4553,46025305,158.1,59.028
Egypt,Middle East & North Africa,1982,1.22,4757,47133557,148.4,59.705
Egypt,Middle East & North Africa,1983,1.2,5044,48276547,138.5,60.406
Egypt,Middle East & North Africa,1984,1.31,5303,49453054,128.5,61.124
Egypt,Middle East & North Africa,1985,1.27,5539,50659625,118.8,61.838
Egypt,Middle East & North Africa,1986,1.44,5658,51899728,110.1,62.518
Egypt,Middle East & North Africa,1987,1.41,5774,53166492,102.5,63.141
Egypt,Middle East & North Africa,1988,1.37,5886,54433720,96,63.692
Egypt,Middle East & North Africa,1989,1.29,5933,55667119,90.6,64.173
Egypt,Middle East & North Africa,1990,1.32,6020,56843275,85.9,64.601
Egypt,Middle East & North Africa,1991,1.34,5974,57952386,81.7,65.007
Egypt,Middle East & North Africa,1992,1.35,6134,59004372,77.5,65.42
Egypt,Middle East & North Africa,1993,1.52,6212,60020423,73.3,65.859
Egypt,Middle East & North Africa,1994,1.37,6360,61032081,68.9,66.326
Egypt,Middle East & North Africa,1995,1.5,6553,62063810,64.6,66.806
Egypt,Middle East & North Africa,1996,1.57,6774,63120498,60.4,67.277
Egypt,Middle East & North Africa,1997,1.64,7036,64199588,56.5,67.708
Egypt,Middle East & North Africa,1998,1.81,7207,65309201,52.8,68.079
Egypt,Middle East & North Africa,1999,1.83,7528,66457136,49.5,68.387
Egypt,Middle East & North Africa,2000,2.02,7807,67648419,46.5,68.632
Egypt,Middle East & North Africa,2001,1.76,7955,68888032,43.8,68.826
Egypt,Middle East & North Africa,2002,1.75,8013,70174632,41.4,68.99
Egypt,Middle East & North Africa,2003,2,8134,71498433,39.2,69.144
Egypt,Middle East & North Africa,2004,2,8328,72844998,37.3,69.299
Egypt,Middle East & North Africa,2005,2.18,8556,74203215,35.6,69.464
Egypt,Middle East & North Africa,2006,2.28,8990,75568453,34.1,69.645
Egypt,Middle East & North Africa,2007,2.38,9467,76941572,32.7,69.838
Egypt,Middle East & North Africa,2008,2.45,9974,78323298,31.4,70.042
Egypt,Middle East & North Africa,2009,2.51,10267,79716203,30.2,70.256
Egypt,Middle East & North Africa,2010,2.41,10615,81121077,29,70.478
Egypt,Middle East & North Africa,2011,2.53,10629,82536770,27.9,70.705
Egypt,Middle East & North Africa,2012,2.47,10683,83958369,26.8,70.933
Egypt,Middle East & North Africa,2013,2.38,10731,85378440,25.8,71.157
El Salvador,America,1964,0.397,4585,3146076,172.7,53.953
El Salvador,America,1965,0.326,4671,3244774,169.5,54.499
El Salvador,America,1966,0.397,4819,3342957,166.4,54.995
El Salvador,America,1967,0.342,4906,3440705,163.5,55.442
El Salvador,America,1968,0.363,4882,3538389,160.7,55.844
El Salvador,America,1969,0.334,4863,3636782,158,56.198
El Salvador,America,1970,0.39,4810,3736311,155.1,56.498
El Salvador,America,1971,0.401,4878,3836884,152.1,56.738
El Salvador,America,1972,0.435,5033,3937757,148.9,56.917
El Salvador,America,1973,0.497,5119,4037935,145.5,57.037
El Salvador,America,1974,0.487,5312,4136133,141.7,57.106
El Salvador,America,1975,0.508,5448,4231358,137.4,57.111
El Salvador,America,1976,0.522,5498,4323383,132.7,57.038
El Salvador,America,1977,0.528,5659,4412237,127.8,56.9
El Salvador,America,1978,0.541,5867,4497535,122.4,56.731
El Salvador,America,1979,0.531,5618,4578922,116.7,56.579
El Salvador,America,1980,0.466,5064,4656263,110.7,56.525
El Salvador,America,1981,0.394,4692,4729467,104.5,56.657
El Salvador,America,1982,0.374,4463,4798918,98.2,57.025
El Salvador,America,1983,0.397,4436,4865611,92,57.651
El Salvador,America,1984,0.331,4459,4930893,86,58.527
El Salvador,America,1985,0.404,4478,4995888,80.4,59.625
El Salvador,America,1986,0.399,4434,5060307,75.2,60.892
El Salvador,America,1987,0.485,4457,5124240,70.6,62.234
El Salvador,America,1988,0.483,4449,5189565,66.5,63.559
El Salvador,America,1989,0.499,4408,5258654,62.8,64.804
El Salvador,America,1990,0.478,4454,5332842,59.4,65.908
El Salvador,America,1991,0.595,4545,5413269,56.3,66.828
El Salvador,America,1992,0.615,4811,5498489,53.2,67.572
El Salvador,America,1993,0.693,5086,5584047,50.3,68.158
El Salvador,America,1994,0.829,5318,5663820,47.4,68.591
El Salvador,America,1995,0.896,5589,5733401,44.5,68.893
El Salvador,America,1996,0.806,5626,5791403,41.7,69.097
El Salvador,America,1997,0.956,5817,5839103,39.1,69.249
El Salvador,America,1998,1.01,5994,5878097,36.6,69.389
El Salvador,America,1999,0.978,6165,5911094,34.4,69.539
El Salvador,America,2000,0.979,6266,5940305,32.4,69.715
El Salvador,America,2001,1.01,6345,5966027,30.6,69.917
El Salvador,America,2002,1.02,6469,5988233,29,70.127
El Salvador,America,2003,1.1,6595,6008523,27.5,70.335
El Salvador,America,2004,1.06,6693,6028792,26.1,70.543
El Salvador,America,2005,1.07,6907,6050513,24.8,70.752
El Salvador,America,2006,1.13,7148,6074487,23.6,70.965
El Salvador,America,2007,1.15,7391,6100868,22.6,71.184
El Salvador,America,2008,1.07,7450,6129628,21.6,71.41
El Salvador,America,2009,1.05,7180,6160423,20.8,71.643
El Salvador,America,2010,1.05,7237,6192993,20,71.88
El Salvador,America,2011,1.07,7352,6227491,19.3,72.12
El Salvador,America,2012,1.07,7442,6264129,18.6,72.361
El Salvador,America,2013,0.997,7515,6302723,18,72.599
Equatorial Guinea,Sub-Saharan Africa,1964,0.0946,1041,264745,274.46,37.944
Equatorial Guinea,Sub-Saharan Africa,1965,0.106,1169,269429,268.37,38.245
Equatorial Guinea,Sub-Saharan Africa,1966,0.0901,1203,275472,262.28,38.546
Equatorial Guinea,Sub-Saharan Africa,1967,0.0875,1268,282446,256.16,38.847
Equatorial Guinea,Sub-Saharan Africa,1968,0.0974,1296,288703,250.41,39.149
Equatorial Guinea,Sub-Saharan Africa,1969,0.144,1242,292015,244.21,39.451
Equatorial Guinea,Sub-Saharan Africa,1970,0.12,1193,290907,239.18,39.753
Equatorial Guinea,Sub-Saharan Africa,1971,0.219,1081,284913,234.51,40.053
Equatorial Guinea,Sub-Saharan Africa,1972,0.301,933,274893,230.18,40.352
Equatorial Guinea,Sub-Saharan Africa,1973,0.104,971,262377,229.33,40.65
Equatorial Guinea,Sub-Saharan Africa,1974,0.191,1029,249569,228.48,40.949
Equatorial Guinea,Sub-Saharan Africa,1975,0.24,1181,238240,227.64,41.254
Equatorial Guinea,Sub-Saharan Africa,1976,0.247,1325,228534,226.79,41.569
Equatorial Guinea,Sub-Saharan Africa,1977,0.253,1331,220448,225.95,41.896
Equatorial Guinea,Sub-Saharan Africa,1978,0.285,1436,215415,225.12,42.237
Equatorial Guinea,Sub-Saharan Africa,1979,0.252,1407,215116,224.28,42.59
Equatorial Guinea,Sub-Saharan Africa,1980,0.23,1349,220582,234.78,42.953
Equatorial Guinea,Sub-Saharan Africa,1981,0.258,1301,232676,228.74,43.323
Equatorial Guinea,Sub-Saharan Africa,1982,0.252,1290,250712,221.8,43.696
Equatorial Guinea,Sub-Saharan Africa,1983,0.198,1248,272217,217.5,44.065
Equatorial Guinea,Sub-Saharan Africa,1984,0.239,1169,293701,213.1,44.429
Equatorial Guinea,Sub-Saharan Africa,1985,0.184,1240,312634,209.1,44.787
Equatorial Guinea,Sub-Saharan Africa,1986,0.215,1154,328119,205.1,45.145
Equatorial Guinea,Sub-Saharan Africa,1987,0.254,1161,340825,201.4,45.501
Equatorial Guinea,Sub-Saharan Africa,1988,0.264,1155,351694,197.5,45.855
Equatorial Guinea,Sub-Saharan Africa,1989,0.283,1108,362325,193.6,46.2
Equatorial Guinea,Sub-Saharan Africa,1990,0.155,1050,373887,189.5,46.526
Equatorial Guinea,Sub-Saharan Africa,1991,0.325,1005,386536,185.8,46.822
Equatorial Guinea,Sub-Saharan Africa,1992,0.346,1310,399843,182,47.079
Equatorial Guinea,Sub-Saharan Africa,1993,0.21,1406,413730,178.3,47.293
Equatorial Guinea,Sub-Saharan Africa,1994,0.0678,1586,428005,174.6,47.464
Equatorial Guinea,Sub-Saharan Africa,1995,0.254,1803,442527,171.2,47.586
Equatorial Guinea,Sub-Saharan Africa,1996,0.217,2907,457321,167.6,47.656
Equatorial Guinea,Sub-Saharan Africa,1997,0.532,7037,472486,163.9,47.686
Equatorial Guinea,Sub-Saharan Africa,1998,0.291,8437,488039,160.1,47.694
Equatorial Guinea,Sub-Saharan Africa,1999,0.789,10273,504001,156.1,47.698
Equatorial Guinea,Sub-Saharan Africa,2000,0.74,11768,520380,152.1,47.723
Equatorial Guinea,Sub-Saharan Africa,2001,4.84,18637,537195,147.9,47.796
Equatorial Guinea,Sub-Saharan Africa,2002,7.47,21586,554429,143.8,47.934
Equatorial Guinea,Sub-Saharan Africa,2003,8.66,23856,571999,139.6,48.147
Equatorial Guinea,Sub-Saharan Africa,2004,7.2,31942,589794,135.4,48.442
Equatorial Guinea,Sub-Saharan Africa,2005,6.22,36200,607739,131.2,48.822
Equatorial Guinea,Sub-Saharan Africa,2006,6,33468,625777,126.9,49.28
Equatorial Guinea,Sub-Saharan Africa,2007,5.78,36788,643936,122.7,49.796
Equatorial Guinea,Sub-Saharan Africa,2008,5.19,40143,662327,118.4,50.347
Equatorial Guinea,Sub-Saharan Africa,2009,5.08,35880,681115,114.6,50.915
Equatorial Guinea,Sub-Saharan Africa,2010,4.92,34431,700401,110.9,51.483
Equatorial Guinea,Sub-Saharan Africa,2011,6.16,35150,720213,107.3,52.034
Equatorial Guinea,Sub-Saharan Africa,2012,4.93,35282,740471,103.7,52.562
Equatorial Guinea,Sub-Saharan Africa,2013,4.76,32654,761050,100.3,53.062
Eritrea,Sub-Saharan Africa,1994,0.28,1416,3186063,124.1,51.597
Eritrea,Sub-Saharan Africa,1995,0.303,1438,3212503,117.3,52.463
Eritrea,Sub-Saharan Africa,1996,0.325,1542,3263016,110.8,53.3
Eritrea,Sub-Saharan Africa,1997,0.274,1623,3335157,104.8,54.093
Eritrea,Sub-Saharan Africa,1998,0.183,1603,3428264,99.2,54.833
Eritrea,Sub-Saharan Africa,1999,0.188,1550,3539885,94,55.512
Eritrea,Sub-Saharan Africa,2000,0.179,1446,3667576,89.1,56.131
Eritrea,Sub-Saharan Africa,2001,0.18,1511,3812473,84.6,56.695
Eritrea,Sub-Saharan Africa,2002,0.167,1491,3973973,80.4,57.223
Eritrea,Sub-Saharan Africa,2003,0.194,1389,4145500,76.5,57.731
Eritrea,Sub-Saharan Africa,2004,0.2,1351,4318343,72.9,58.227
Eritrea,Sub-Saharan Africa,2005,0.193,1332,4486155,69.5,58.723
Eritrea,Sub-Saharan Africa,2006,0.138,1272,4645837,66.3,59.222
Eritrea,Sub-Saharan Africa,2007,0.14,1246,4798561,63.2,59.727
Eritrea,Sub-Saharan Africa,2008,0.0979,1088,4947521,60.4,60.236
Eritrea,Sub-Saharan Africa,2009,0.119,1095,5097998,57.9,60.752
Eritrea,Sub-Saharan Africa,2010,0.117,1083,5253676,55.6,61.275
Eritrea,Sub-Saharan Africa,2011,0.133,1139,5415280,53.5,61.802
Eritrea,Sub-Saharan Africa,2012,0.145,1180,5580862,51.6,62.329
Eritrea,Sub-Saharan Africa,2013,0.143,1157,5748304,49.7,62.852
Estonia,Europe & Central Asia,1992,15.7,10523,1527660,18.7,69.14
Estonia,Europe & Central Asia,1993,13.1,9870,1497364,17.8,68.19
Estonia,Europe & Central Asia,1994,13.1,9870,1467016,16.8,66.67
Estonia,Europe & Central Asia,1995,12.2,10464,1440710,15.8,67.72
Estonia,Europe & Central Asia,1996,12.9,11245,1419727,14.8,69.94
Estonia,Europe & Central Asia,1997,12.8,12709,1403188,13.8,70.13
Estonia,Europe & Central Asia,1998,11.6,13705,1390414,12.8,69.72
Estonia,Europe & Central Asia,1999,10.8,13723,1379962,11.9,70.5
Estonia,Europe & Central Asia,2000,10.6,14877,1370749,11,70.8
Estonia,Europe & Central Asia,2001,11.2,15894,1362823,10.2,70.67
Estonia,Europe & Central Asia,2002,10.8,16974,1356644,9.4,71.23
Estonia,Europe & Central Asia,2003,12.5,18359,1351955,8.6,71.82
Estonia,Europe & Central Asia,2004,12.7,19665,1348449,7.9,72.29
Estonia,Europe & Central Asia,2005,12.4,21651,1345857,7.3,72.96
Estonia,Europe & Central Asia,2006,12,24047,1344038,6.7,73.13
Estonia,Europe & Central Asia,2007,13.9,26066,1342873,6.1,73.14
Estonia,Europe & Central Asia,2008,13.1,24743,1342145,5.5,73.23
Estonia,Europe & Central Asia,2009,10.9,21137,1341629,5,73.915
Estonia,Europe & Central Asia,2010,13.6,21710,1341140,4.5,74.094
Estonia,Europe & Central Asia,2011,14,23576,1340537,4.1,74.226
Estonia,Europe & Central Asia,2012,13.3,24761,1339762,3.7,74.335
Estonia,Europe & Central Asia,2013,15.1,25254,1338832,3.4,74.441
Ethiopia,Sub-Saharan Africa,1964,0.0167,698,24846785,255.99,40.2
Ethiopia,Sub-Saharan Africa,1965,0.0258,727,25480202,248.9,39
Ethiopia,Sub-Saharan Africa,1966,0.0322,746,26128435,242,40
Ethiopia,Sub-Saharan Africa,1967,0.0409,777,26790992,241.5,42.027
Ethiopia,Sub-Saharan Africa,1968,0.0641,800,27476546,241,42.357
Ethiopia,Sub-Saharan Africa,1969,0.0603,810,28197484,241.2,42.663
Ethiopia,Sub-Saharan Africa,1970,0.0582,778,28959382,241.1,42.949
Ethiopia,Sub-Saharan Africa,1971,0.0633,792,29777985,241.2,43.219
Ethiopia,Sub-Saharan Africa,1972,0.0467,803,30642920,241.1,43.1
Ethiopia,Sub-Saharan Africa,1973,0.0565,799,31503206,241,41
Ethiopia,Sub-Saharan Africa,1974,0.0546,780,32289683,241,38.9
Ethiopia,Sub-Saharan Africa,1975,0.0372,729,32958964,241.5,40
Ethiopia,Sub-Saharan Africa,1976,0.0355,716,33486288,242.1,44.118
Ethiopia,Sub-Saharan Africa,1977,0.0312,704,33903618,242.7,43.7
Ethiopia,Sub-Saharan Africa,1978,0.0403,655,34294030,243,43.4
Ethiopia,Sub-Saharan Africa,1979,0.0534,713,34773640,242.8,44.1
Ethiopia,Sub-Saharan Africa,1980,0.0517,715,35426282,241.6,44.2
Ethiopia,Sub-Saharan Africa,1981,0.0517,717,36282554,239.3,44.3
Ethiopia,Sub-Saharan Africa,1982,0.0399,704,37319328,236,44.4
Ethiopia,Sub-Saharan Africa,1983,0.0482,736,38500829,232,44
Ethiopia,Sub-Saharan Africa,1984,0.0421,696,39768079,227.6,41
Ethiopia,Sub-Saharan Africa,1985,0.0445,597,41077517,223.4,37
Ethiopia,Sub-Saharan Africa,1986,0.0526,635,42417873,219.3,43
Ethiopia,Sub-Saharan Africa,1987,0.0594,700,43802479,215.5,45.591
Ethiopia,Sub-Saharan Africa,1988,0.0595,682,45240322,212,46.079
Ethiopia,Sub-Saharan Africa,1989,0.0609,657,46747612,208.4,46.531
Ethiopia,Sub-Saharan Africa,1990,0.0628,653,48333261,204.6,46.948
Ethiopia,Sub-Saharan Africa,1991,0.0599,585,49998845,200.2,47.348
Ethiopia,Sub-Saharan Africa,1992,0.0574,516,51730288,195,47.763
Ethiopia,Sub-Saharan Africa,1993,0.0566,564,53502211,188.9,48.218
Ethiopia,Sub-Saharan Africa,1994,0.0404,562,55281054,182,48.717
Ethiopia,Sub-Saharan Africa,1995,0.0447,578,57042197,175,49.257
Ethiopia,Sub-Saharan Africa,1996,0.0483,630,58774378,168.3,49.825
Ethiopia,Sub-Saharan Africa,1997,0.05,630,60481739,162,50.407
Ethiopia,Sub-Saharan Africa,1998,0.0513,591,62174171,156.2,50.997
Ethiopia,Sub-Saharan Africa,1999,0.0488,604,63868806,150.8,51.603
Ethiopia,Sub-Saharan Africa,2000,0.0534,623,65577897,145.1,52.245
Ethiopia,Sub-Saharan Africa,2001,0.0635,656,67303731,139,52.952
Ethiopia,Sub-Saharan Africa,2002,0.0641,647,69040669,132.2,53.742
Ethiopia,Sub-Saharan Africa,2003,0.0688,615,70784012,124.8,54.619
Ethiopia,Sub-Saharan Africa,2004,0.071,679,72526620,117,55.573
Ethiopia,Sub-Saharan Africa,2005,0.0667,738,74263861,109.1,56.585
Ethiopia,Sub-Saharan Africa,2006,0.0698,796,75993403,101.3,57.63
Ethiopia,Sub-Saharan Africa,2007,0.0742,863,77718436,93.8,58.67
Ethiopia,Sub-Saharan Africa,2008,0.0791,931,79446419,86.9,59.673
Ethiopia,Sub-Saharan Africa,2009,0.0776,986,81187751,80.8,60.617
Ethiopia,Sub-Saharan Africa,2010,0.0751,1081,82949541,75.7,61.486
Ethiopia,Sub-Saharan Africa,2011,0.0858,1171,84734262,71.3,62.271
Ethiopia,Sub-Saharan Africa,2012,0.0926,1240,86538534,67.7,62.983
