country,region,year,co2,gdp,population,child_mortality,life
Afghanistan,South Asia,1964,0.0863,1182,10474903,339.7,33.639
Afghanistan,South Asia,1965,0.101,1182,10697983,334.1,34.152
Afghanistan,South Asia,1966,0.108,1168,10927724,328.7,34.662
Afghanistan,South Asia,1967,0.124,1173,11163656,323.3,35.17
Afghanistan,South Asia,1968,0.116,1187,11411022,318.1,35.674
Afghanistan,South Asia,1969,0.0868,1178,11676990,313,36.172
Afghanistan,South Asia,1970,0.15,1174,11964906,307.8,36.663
Afghanistan,South Asia,1971,0.166,1092,12273101,302.1,37.143
Afghanistan,South Asia,1972,0.131,1046,12593688,296.4,37.614
Afghanistan,South Asia,1973,0.136,1137,12915499,290.8,38.075
Afghanistan,South Asia,1974,0.156,1170,13223928,284.9,38.529
Afghanistan,South Asia,1975,0.169,1201,13505544,279.4,38.977
Afghanistan,South Asia,1976,0.155,1231,13766792,273.6,39.417
Afghanistan,South Asia,1977,0.183,1119,14003408,267.8,39.855
Afghanistan,South Asia,1978,0.163,1179,14179656,261.6,40.298
Afghanistan,South Asia,1979,0.168,1155,14249493,255.5,40.756
Afghanistan,South Asia,1980,0.133,1158,14185729,249.1,41.242
Afghanistan,South Asia,1981,0.152,1284,13984092,242.7,41.77
Afghanistan,South Asia,1982,0.165,1402,13672870,236.2,42.347
Afghanistan,South Asia,1983,0.204,1454,13300056,229.7,42.977
Afghanistan,South Asia,1984,0.235,1429,12931791,222.9,43.661
Afghanistan,South Asia,1985,0.298,1384,12625292,216,44.4
Afghanistan,South Asia,1986,0.271,1486,12372113,209.2,45.192
Afghanistan,South Asia,1987,0.272,1230,12183387,202.1,46.024
Afghanistan,South Asia,1988,0.248,1113,12156685,195,46.88
Afghanistan,South Asia,1989,0.236,1087,12414686,187.8,47.744
Afghanistan,South Asia,1990,0.213,1028,13032161,181,48.601
Afghanistan,South Asia,1991,0.188,1022,14069854,174.2,49.439
Afghanistan,South Asia,1992,0.0997,941,15472076,167.8,50.247
Afghanistan,South Asia,1993,0.0891,810,17053213,162,51.017
Afghanistan,South Asia,1994,0.08,725,18553819,156.8,51.738
Afghanistan,South Asia,1995,0.0727,872,19789880,152.3,52.4
Afghanistan,South Asia,1996,0.066,895,20684982,148.6,52.995
Afghanistan,South Asia,1997,0.0597,921,21299350,145.5,53.527
Afghanistan,South Asia,1998,0.0552,947,21752257,142.6,54.009
Afghanistan,South Asia,1999,0.0423,972,22227543,139.9,54.449
Afghanistan,South Asia,2000,0.0385,962,22856302,137,54.863
Afghanistan,South Asia,2001,0.039,862,23677385,133.8,55.271
Afghanistan,South Asia,2002,0.0487,1053,24639841,130.3,55.687
Afghanistan,South Asia,2003,0.0518,1097,25678639,126.8,56.122
Afghanistan,South Asia,2004,0.0394,1067,26693486,123.2,56.583
Afghanistan,South Asia,2005,0.0529,1146,27614718,119.6,57.071
Afghanistan,South Asia,2006,0.0637,1173,28420974,116.3,57.582
Afghanistan,South Asia,2007,0.0854,1298,29145841,113.2,58.102
Afghanistan,South Asia,2008,0.154,1311,29839994,110.4,58.618
Afghanistan,South Asia,2009,0.242,1548,30577756,107.6,59.124
Afghanistan,South Asia,2010,0.294,1637,31411743,105,59.612
Afghanistan,South Asia,2011,0.412,1695,32358260,102.3,60.079
Afghanistan,South Asia,2012,0.35,1893,33397058,99.5,60.524
Afghanistan,South Asia,2013,0.316,1884,34499915,96.7,60.947
Albania,Europe & Central Asia,1964,1.09,3023,1817098,122.67,65.475
Albania,Europe & Central Asia,1965,1.15,3129,1869942,120.09,65.863
Albania,Europe & Central Asia,1966,1.31,3242,1922993,117.56,66.122
Albania,Europe & Central Asia,1967,1.34,3359,1976140,115.09,66.316
Albania,Europe & Central Asia,1968,1.5,3475,2029314,112.67,66.5
Albania,Europe & Central Asia,1969,1.55,3587,2082474,110.3,66.702
Albania,Europe & Central Asia,1970,1.74,3712,2135599,107.98,66.948
Albania,Europe & Central Asia,1971,1.98,3849,2188650,105.71,67.251
Albania,Europe & Central Asia,1972,2.5,3988,2241623,103.49,67.595
Albania,Europe & Central Asia,1973,2.29,4174,2294578,101.31,67.966
Albania,Europe & Central Asia,1974,1.84,4177,2347607,99.18,68.356
Albania,Europe & Central Asia,1975,1.91,4178,2400801,97.1,68.748
Albania,Europe & Central Asia,1976,2.01,4182,2454255,95.06,69.121
Albania,Europe & Central Asia,1977,2.27,4188,2508026,93.06,69.459
Albania,Europe & Central Asia,1978,2.53,4194,2562121,91.1,69.753
Albania,Europe & Central Asia,1979,2.89,4201,2616530,84.7,70.001
Albania,Europe & Central Asia,1980,1.93,4218,2671300,78.6,70.218
Albania,Europe & Central Asia,1981,2.68,4227,2725029,73,70.426
Albania,Europe & Central Asia,1982,2.62,4237,2777592,67.8,70.646
Albania,Europe & Central Asia,1983,2.68,4248,2831682,62.8,70.886
Albania,Europe & Central Asia,1984,2.7,4259,2891004,58.3,71.144
Albania,Europe & Central Asia,1985,2.66,4267,2957390,54.3,71.398
Albania,Europe & Central Asia,1986,2.65,4281,3033393,50.7,71.615
Albania,Europe & Central Asia,1987,2.38,4294,3116009,47.6,71.77
Albania,Europe & Central Asia,1988,2.29,4307,3194854,44.9,71.853
Albania,Europe & Central Asia,1989,2.76,4325,3255859,42.5,71.87
Albania,Europe & Central Asia,1990,1.68,4350,3289483,40.6,71.842
Albania,Europe & Central Asia,1991,1.31,3081,3291695,38.8,71.799
Albania,Europe & Central Asia,1992,0.776,2877,3266983,37.3,71.779
Albania,Europe & Central Asia,1993,0.732,3172,3224901,36,71.813
Albania,Europe & Central Asia,1994,0.613,3457,3179442,34.6,71.92
Albania,Europe & Central Asia,1995,0.672,3941,3141102,33.2,72.117
Albania,Europe & Central Asia,1996,0.652,4326,3112597,31.8,72.415
Albania,Europe & Central Asia,1997,0.499,3909,3091902,30.3,72.796
Albania,Europe & Central Asia,1998,0.565,4434,3079037,28.9,73.235
Albania,Europe & Central Asia,1999,0.958,4912,3072725,27.5,73.713
Albania,Europe & Central Asia,2000,0.968,5305,3071856,26.2,74.2
Albania,Europe & Central Asia,2001,1.03,5730,3077378,24.9,74.664
Albania,Europe & Central Asia,2002,1.2,5913,3089778,23.6,75.081
Albania,Europe & Central Asia,2003,1.38,6274,3106701,22.5,75.437
Albania,Europe & Central Asia,2004,1.34,6672,3124861,21.5,75.725
Albania,Europe & Central Asia,2005,1.38,7075,3141800,20.5,75.949
Albania,Europe & Central Asia,2006,1.28,7476,3156607,19.5,76.124
Albania,Europe & Central Asia,2007,1.3,7977,3169665,18.7,76.278
Albania,Europe & Central Asia,2008,1.46,8644,3181397,17.9,76.433
Albania,Europe & Central Asia,2009,1.48,8994,3192723,17.3,76.598
Albania,Europe & Central Asia,2010,1.56,9374,3204284,16.6,76.78
Albania,Europe & Central Asia,2011,1.79,9640,3215988,16,76.979
Albania,Europe & Central Asia,2012,1.68,9811,3227373,15.5,77.185
Albania,Europe & Central Asia,2013,1.73,9961,3238316,14.9,77.392
Algeria,Middle East & North Africa,1964,0.46,5693,11654905,247.3,47.953
Algeria,Middle East & North Africa,1965,0.522,5916,11923002,248.2,48.389
Algeria,Middle East & North Africa,1966,0.649,5478,12229853,248.9,48.806
Algeria,Middle East & North Africa,1967,0.632,5811,12572629,248.9,49.205
Algeria,Middle East & North Africa,1968,0.659,6319,12945462,248,49.592
Algeria,Middle East & North Africa,1969,0.797,6747,13338918,245.8,49.976
Algeria,Middle East & North Africa,1970,1.04,7227,13746185,242.2,50.366
Algeria,Middle East & North Africa,1971,1.25,6427,14165889,237.3,50.767
Algeria,Middle East & North Africa,1972,1.84,7556,14600659,230.9,51.195
Algeria,Middle East & North Africa,1973,2.42,7581,15052371,223.4,51.67
Algeria,Middle East & North Africa,1974,1.96,7812,15524137,214.9,52.213
Algeria,Middle East & North Africa,1975,1.92,8119,16018195,205.5,52.861
Algeria,Middle East & North Africa,1976,2.28,8400,16533323,195.7,53.656
Algeria,Middle East & North Africa,1977,2.37,8888,17068212,185.1,54.605
Algeria,Middle East & North Africa,1978,3.43,9730,17624756,173.9,55.697
Algeria,Middle East & North Africa,1979,2.43,10293,18205468,161.7,56.907
Algeria,Middle East & North Africa,1980,3.44,10166,18811199,148,58.198
Algeria,Middle East & North Africa,1981,2.33,10160,19442423,132.6,59.524
Algeria,Middle East & North Africa,1982,1.91,10477,20095648,115.9,60.826
Algeria,Middle East & North Africa,1983,2.48,10696,20762767,98.9,62.051
Algeria,Middle East & North Africa,1984,3.25,10947,21433070,83.6,63.16
Algeria,Middle East & North Africa,1985,3.23,11030,22098298,71.2,64.12
Algeria,Middle East & North Africa,1986,3.28,10722,22753511,61.9,64.911
Algeria,Middle East & North Africa,1987,3.52,10378,23398470,55.3,65.554
Algeria,Middle East & North Africa,1988,3.41,9888,24035237,51.2,66.072
Algeria,Middle East & North Africa,1989,3.17,10115,24668100,48.6,66.479
Algeria,Middle East & North Africa,1990,2.97,10113,25299182,46.9,66.796
Algeria,Middle East & North Africa,1991,2.98,9748,25930560,45.8,67.049
Algeria,Middle East & North Africa,1992,2.95,9693,26557969,45,67.265
Algeria,Middle East & North Africa,1993,2.96,9279,27169903,44.2,67.468
Algeria,Middle East & North Africa,1994,3.05,9006,27751086,43.5,67.674
Algeria,Middle East & North Africa,1995,3.3,9168,28291591,42.6,67.893
Algeria,Middle East & North Africa,1996,3.3,9375,28786855,41.8,68.123
Algeria,Middle East & North Africa,1997,2.92,9322,29242917,41.2,68.35
Algeria,Middle East & North Africa,1998,3.53,9646,29673694,40.7,68.565
Algeria,Middle East & North Africa,1999,2.99,9810,30099010,40.2,68.769
Algeria,Middle East & North Africa,2000,2.82,9885,30533827,39.7,68.963
Algeria,Middle East & North Africa,2001,2.67,10203,30982214,38.9,69.149
Algeria,Middle East & North Africa,2002,2.81,10634,31441848,37.8,69.33
Algeria,Middle East & North Africa,2003,2.83,11251,31913462,36.5,69.508
Algeria,Middle East & North Africa,2004,2.7,11575,32396048,35.1,69.682
Algeria,Middle East & North Africa,2005,3.22,12077,32888449,33.6,69.854
Algeria,Middle East & North Africa,2006,2.99,12088,33391954,32.1,70.02
Algeria,Middle East & North Africa,2007,3.19,12289,33906605,30.7,70.18
Algeria,Middle East & North Africa,2008,3.16,12314,34428028,29.5,70.332
Algeria,Middle East & North Africa,2009,3.42,12285,34950168,28.4,70.477
Algeria,Middle East & North Africa,2010,3.3,12494,35468208,27.4,70.615
Algeria,Middle East & North Africa,2011,3.29,12606,35980193,26.6,70.747
Algeria,Middle East & North Africa,2012,3.46,12779,36485828,25.8,70.874
Algeria,Middle East & North Africa,2013,3.51,12893,36983924,25.2,71
Angola,Sub-Saharan Africa,1964,0.201,4573,5337063,305.2,34.604
Angola,Sub-Saharan Africa,1965,0.192,4840,5431135,297.55,35.007
Angola,Sub-Saharan Africa,1966,0.246,5043,5524090,289.99,35.41
Angola,Sub-Saharan Africa,1967,0.155,5253,5617242,282.4,35.816
Angola,Sub-Saharan Africa,1968,0.256,5093,5713156,275.28,36.222
Angola,Sub-Saharan Africa,1969,0.42,5158,5815282,268.59,36.627
Angola,Sub-Saharan Africa,1970,0.529,5397,5926333,262.29,37.032
Angola,Sub-Saharan Africa,1971,0.492,5614,6047736,259.32,37.439
Angola,Sub-Saharan Africa,1972,0.635,5511,6179685,256.39,37.846
Angola,Sub-Saharan Africa,1973,0.671,5831,6322194,253.49,38.247
Angola,Sub-Saharan Africa,1974,0.652,5880,6474796,250.63,38.635
Angola,Sub-Saharan Africa,1975,0.575,5454,6637419,247.79,38.998
Angola,Sub-Saharan Africa,1976,0.416,5044,6808850,244.99,39.324
Angola,Sub-Saharan Africa,1977,0.435,4956,6989988,242.22,39.605
Angola,Sub-Saharan Africa,1978,0.646,4572,7185188,239.48,39.84
Angola,Sub-Saharan Africa,1979,0.637,4458,7400231,236.78,40.029
Angola,Sub-Saharan Africa,1980,0.599,4443,7638420,234.1,40.182
Angola,Sub-Saharan Africa,1981,0.571,4110,7903368,232.8,40.311
Angola,Sub-Saharan Africa,1982,0.485,3970,8191774,231.5,40.429
Angola,Sub-Saharan Africa,1983,0.515,3996,8491682,230.2,40.547
Angola,Sub-Saharan Africa,1984,0.487,4099,8786652,229.1,40.671
Angola,Sub-Saharan Africa,1985,0.443,4117,9065562,228.3,40.794
Angola,Sub-Saharan Africa,1986,0.427,4135,9322550,227.5,40.902
Angola,Sub-Saharan Africa,1987,0.518,4319,9562796,226.9,40.988
Angola,Sub-Saharan Africa,1988,0.446,4455,9799680,226.5,41.05
Angola,Sub-Saharan Africa,1989,0.424,4365,10052567,226.2,41.1
Angola,Sub-Saharan Africa,1990,0.42,4232,10335052,226,41.151
Angola,Sub-Saharan Africa,1991,0.405,4056,10653515,225.9,41.221
Angola,Sub-Saharan Africa,1992,0.401,3656,11002910,226,41.329
Angola,Sub-Saharan Africa,1993,0.431,2663,11371750,225.8,41.495
Angola,Sub-Saharan Africa,1994,0.281,2669,11742960,225.5,41.736
Angola,Sub-Saharan Africa,1995,0.769,2859,12105105,224.8,42.073
Angola,Sub-Saharan Africa,1996,0.712,3091,12452725,224,42.526
Angola,Sub-Saharan Africa,1997,0.489,3246,12792237,222.6,43.088
Angola,Sub-Saharan Africa,1998,0.471,3376,13138265,220.8,43.742
Angola,Sub-Saharan Africa,1999,0.574,3389,13511575,218.9,44.468
Angola,Sub-Saharan Africa,2000,0.58,3387,13926373,216.7,45.234
Angola,Sub-Saharan Africa,2001,0.573,3417,14388244,214.1,46.004
Angola,Sub-Saharan Africa,2002,0.721,3759,14890474,211.7,46.743
Angola,Sub-Saharan Africa,2003,0.498,3819,15419943,209.2,47.425
Angola,Sub-Saharan Africa,2004,0.996,4087,15957460,206.7,48.036
Angola,Sub-Saharan Africa,2005,0.98,4667,16489021,203.9,48.572
Angola,Sub-Saharan Africa,2006,1.1,5445,17010366,200.5,49.041
Angola,Sub-Saharan Africa,2007,1.2,6453,17525367,196.4,49.471
Angola,Sub-Saharan Africa,2008,1.18,7103,18037964,192,49.882
Angola,Sub-Saharan Africa,2009,1.23,7039,18555115,187.3,50.286
Angola,Sub-Saharan Africa,2010,1.24,7047,19081912,182.5,50.689
Angola,Sub-Saharan Africa,2011,1.25,7094,19618432,177.3,51.094
Angola,Sub-Saharan Africa,2012,1.33,7230,20162517,172.2,51.498
Angola,Sub-Saharan Africa,2013,1.25,7488,20714494,167.1,51.899
Antigua and Barbuda,America,1964,1.54,5008,58653,72.78,63.775
Antigua and Barbuda,America,1965,2.47,5133,59844,69.91,64.149
Antigua and Barbuda,America,1966,5.61,5262,61032,66.69,64.511
Antigua and Barbuda,America,1967,8.91,5393,62226,63.53,64.865
Antigua and Barbuda,America,1968,15.3,5528,63401,60.97,65.213
Antigua and Barbuda,America,1969,19.1,5666,64528,58.16,65.558
Antigua and Barbuda,America,1970,6.89,5807,65587,55.87,65.898
Antigua and Barbuda,America,1971,6.24,6088,66554,53.73,66.232
Antigua and Barbuda,America,1972,5.41,6378,67419,51.35,66.558
Antigua and Barbuda,America,1973,4.71,6770,68182,49.44,66.875
Antigua and Barbuda,America,1974,6.05,6888,68848,47.58,67.181
Antigua and Barbuda,America,1975,9.88,6458,69420,45.77,67.479
Antigua and Barbuda,America,1976,5.58,5885,69910,43.98,67.768
Antigua and Barbuda,America,1977,6.39,6371,70301,42.22,68.051
Antigua and Barbuda,America,1978,6.7,6691,70533,40.83,68.328
Antigua and Barbuda,America,1979,5.54,7536,70525,39.16,68.602
Antigua and Barbuda,America,1980,1.95,8169,70228,37.53,68.873
Antigua and Barbuda,America,1981,1.46,8689,69639,36.01,69.141
Antigua and Barbuda,America,1982,4.05,8827,68803,34.55,69.408
Antigua and Barbuda,America,1983,1.18,9540,67792,33.16,69.671
Antigua and Barbuda,America,1984,2.07,10388,66701,31.83,69.931
Antigua and Barbuda,America,1985,3.57,11383,65614,30.54,70.186
Antigua and Barbuda,America,1986,3.62,12600,64539,29.32,70.435
Antigua and Barbuda,America,1987,4.05,14027,63510,28.14,70.675
Antigua and Barbuda,America,1988,4.27,15441,62669,27.01,70.907
Antigua and Barbuda,America,1989,4.29,16611,62192,25.93,71.132
Antigua and Barbuda,America,1990,4.23,17154,62202,25.5,71.351
Antigua and Barbuda,America,1991,3.98,17361,62754,24.2,71.568
Antigua and Barbuda,America,1992,3.86,17226,63802,23.1,71.783
Antigua and Barbuda,America,1993,3.88,17753,65238,21.9,72
Antigua and Barbuda,America,1994,3.73,18400,66895,20.8,72.219
Antigua and Barbuda,America,1995,3.74,17167,68642,19.7,72.441
Antigua and Barbuda,America,1996,3.88,17830,70450,18.8,72.664
Antigua and Barbuda,America,1997,3.96,18186,72322,17.9,72.888
Antigua and Barbuda,America,1998,4,18483,74190,17,73.11
Antigua and Barbuda,America,1999,4.03,18780,75985,16.2,73.329
Antigua and Barbuda,America,2000,4.12,19319,77656,15.5,73.544
Antigua and Barbuda,America,2001,4.1,18388,79165,14.8,73.755
Antigua and Barbuda,America,2002,4.29,18676,80507,14.1,73.96
Antigua and Barbuda,America,2003,4.62,19566,81716,13.5,74.16
Antigua and Barbuda,America,2004,4.78,20395,82838,12.9,74.355
Antigua and Barbuda,America,2005,4.81,21414,83916,12.4,74.544
Antigua and Barbuda,America,2006,4.91,24016,84952,11.8,74.729
Antigua and Barbuda,America,2007,5.14,26008,85935,11.3,74.91
Antigua and Barbuda,America,2008,5.19,25736,86881,10.9,75.087
Antigua and Barbuda,America,2009,5.45,22389,87802,10.4,75.263
Antigua and Barbuda,America,2010,5.54,20567,88710,9.9,75.437
Antigua and Barbuda,America,2011,5.36,19988,89612,9.5,75.61
Antigua and Barbuda,America,2012,5.42,20577,90510,9.1,75.783
Antigua and Barbuda,America,2013,5.36,20353,91404,8.7,75.954
Argentina,America,1964,2.54,8227,21966478,57.43,65.388
Argentina,America,1965,2.64,8818,22296628,57.43,65.481
Argentina,America,1966,2.79,8709,22622012,58.63,65.603
Argentina,America,1967,2.86,8782,22944941,58.52,65.759
Argentina,America,1968,2.97,9003,23273148,58.32,65.953
Argentina,America,1969,3.28,9610,23616971,73.2,66.184
Argentina,America,1970,3.45,9951,23983358,72.4,66.449
Argentina,America,1971,3.65,10167,24376109,71.5,66.74
Argentina,America,1972,3.64,10209,24791983,70.4,67.044
Argentina,America,1973,3.73,10419,25222223,68.8,67.349
Argentina,America,1974,3.73,10809,25654154,66.6,67.652
Argentina,America,1975,3.64,10571,26078731,63.8,67.95
Argentina,America,1976,3.77,10408,26492716,60.2,68.248
Argentina,America,1977,3.75,10918,26899177,55.9,68.549
Argentina,America,1978,3.76,10406,27303001,51.4,68.856
Argentina,America,1979,4,10976,27711808,47,69.164
Argentina,America,1980,3.87,10982,28131040,43.1,69.464
Argentina,America,1981,3.57,10221,28561561,40,69.746
Argentina,America,1982,3.57,9765,29001060,37.6,70.004
Argentina,America,1983,3.57,10030,29447973,35.8,70.235
Argentina,America,1984,3.56,10102,29899743,34.4,70.439
Argentina,America,1985,3.31,9262,30354240,33.1,70.624
Argentina,America,1986,3.38,9810,30810984,31.9,70.798
Argentina,America,1987,3.67,9936,31269799,30.8,70.972
Argentina,America,1988,3.82,9620,31729130,29.7,71.156
Argentina,America,1989,3.63,8820,32187173,28.6,71.353
Argentina,America,1990,3.43,8539,32642442,27.6,71.566
Argentina,America,1991,3.53,9333,33093579,26.6,71.791
Argentina,America,1992,3.61,10130,33540023,25.7,72.024
Argentina,America,1993,3.46,10602,33982035,24.8,72.257
Argentina,America,1994,3.54,11108,34420352,24.1,72.489
Argentina,America,1995,3.66,10673,34855160,23.4,72.719
Argentina,America,1996,3.81,11150,35287113,22.7,72.945
Argentina,America,1997,3.85,11935,35714929,22,73.169
Argentina,America,1998,3.86,12268,36134642,21.4,73.39
Argentina,America,1999,4.01,11722,36541029,20.8,73.608
Argentina,America,2000,3.84,11504,36930709,20.2,73.822
Argentina,America,2001,3.57,10875,37302116,19.7,74.033
Argentina,America,2002,3.29,9574,37657340,19.2,74.24
Argentina,America,2003,3.53,10318,38001251,18.6,74.444
Argentina,America,2004,4.07,11135,38340778,17.9,74.645
Argentina,America,2005,4.14,12039,38681174,17.1,74.843
Argentina,America,2006,4.43,12913,39023850,16.4,75.036
Argentina,America,2007,4.38,13873,39368066,15.8,75.225
Argentina,America,2008,4.68,14646,39714298,15.4,75.41
Argentina,America,2009,4.41,14605,40062470,15,75.592
Argentina,America,2010,4.56,15765,40412376,14.6,75.772
Argentina,America,2011,4.6,16972,40764561,14.2,75.95
Argentina,America,2012,4.57,17101,41118986,13.8,76.128
Argentina,America,2013,4.46,17629,41473982,13.3,76.305
Armenia,Europe & Central Asia,1964,1.45,2823,2138133,66.85,67.714
Armenia,Europe & Central Asia,1965,1.5,2945,2204650,63.58,68.151
Armenia,Europe & Central Asia,1966,1.53,3051,2269475,60.86,68.587
Armenia,Europe & Central Asia,1967,1.56,3151,2332624,63.13,69.015
Armenia,Europe & Central Asia,1968,1.56,3300,2394635,65.49,69.425
Armenia,Europe & Central Asia,1969,1.59,3313,2456370,67.93,69.808
Armenia,Europe & Central Asia,1970,1.63,3533,2518408,70.47,70.143
Armenia,Europe & Central Asia,1971,1.69,3589,2580894,73.1,70.411
Armenia,Europe & Central Asia,1972,1.73,3571,2643464,75.83,70.604
Armenia,Europe & Central Asia,1973,1.76,3832,2705584,78.66,70.722
Armenia,Europe & Central Asia,1974,1.79,3871,2766495,81.59,70.774
Armenia,Europe & Central Asia,1975,1.84,3810,2825650,84.64,70.782
Armenia,Europe & Central Asia,1976,1.88,3917,2882831,87.8,70.782
Armenia,Europe & Central Asia,1977,1.91,3937,2938181,84.3,70.797
Armenia,Europe & Central Asia,1978,1.94,3964,2991954,81,70.837
Armenia,Europe & Central Asia,1979,1.92,3877,3044564,77.8,70.896
Armenia,Europe & Central Asia,1980,1.96,3815,3096298,74.8,70.936
Armenia,Europe & Central Asia,1981,1.9,3783,3145885,71.8,70.909
Armenia,Europe & Central Asia,1982,1.9,3809,3192877,69.1,70.775
Armenia,Europe & Central Asia,1983,1.91,3862,3239212,66.4,70.518
Armenia,Europe & Central Asia,1984,1.89,3840,3287588,63.8,70.149
Armenia,Europe & Central Asia,1985,2.01,3805,3339147,61.4,69.697
Armenia,Europe & Central Asia,1986,1.98,3890,3396511,59,69.204
Armenia,Europe & Central Asia,1987,2.03,3872,3457054,56.6,68.731
Armenia,Europe & Central Asia,1988,2.06,3886,3510439,81.6,68.331
Armenia,Europe & Central Asia,1989,2,3889,3542720,52,68.037
Armenia,Europe & Central Asia,1990,1.87,3736,3544695,49.7,67.877
Armenia,Europe & Central Asia,1991,1.82,3329,3512051,47.4,67.864
Armenia,Europe & Central Asia,1992,1.69,1973,3449940,45.1,67.979
Armenia,Europe & Central Asia,1993,0.76,1842,3370373,42.8,68.199
Armenia,Europe & Central Asia,1994,0.824,1988,3290540,40.6,68.513
Armenia,Europe & Central Asia,1995,1.06,2169,3223173,38.6,68.91
Armenia,Europe & Central Asia,1996,0.809,2333,3172185,36.7,69.376
Armenia,Europe & Central Asia,1997,1.03,2438,3134836,34.9,69.891
Armenia,Europe & Central Asia,1998,1.08,2636,3109101,33.2,70.43
Armenia,Europe & Central Asia,1999,0.976,2740,3090624,31.6,70.971
Armenia,Europe & Central Asia,2000,1.13,2919,3076098,30.1,71.494
Armenia,Europe & Central Asia,2001,1.16,3214,3065810,28.6,71.981
Armenia,Europe & Central Asia,2002,1,3654,3061067,27.2,72.43
Armenia,Europe & Central Asia,2003,1.14,4182,3060554,25.9,72.836
Armenia,Europe & Central Asia,2004,1.21,4635,3062612,24.6,73.192
Armenia,Europe & Central Asia,2005,1.46,5297,3065954,23.3,73.491
Armenia,Europe & Central Asia,2006,1.48,6020,3069844,22.2,73.73
Armenia,Europe & Central Asia,2007,1.73,6877,3074181,21.1,73.92
Armenia,Europe & Central Asia,2008,1.91,7383,3079087,20,74.07
Armenia,Europe & Central Asia,2009,1.51,6358,3084979,19,74.191
Armenia,Europe & Central Asia,2010,1.47,6508,3092072,18,74.291
Armenia,Europe & Central Asia,2011,1.71,6812,3100236,17.2,74.381
Armenia,Europe & Central Asia,2012,1.98,7291,3108972,16.3,74.469
Armenia,Europe & Central Asia,2013,1.9,7527,3117722,15.5,74.561
Australia,East Asia & Pacific,1964,9.8,16098,11122567,22.7,70.65
Australia,East Asia & Pacific,1965,10.6,16601,11359763,22.4,70.98
Australia,East Asia & Pacific,1966,10.3,16756,11617580,22.1,70.82
Australia,East Asia & Pacific,1967,10.8,17570,11892163,22,71.1
Australia,East Asia & Pacific,1968,11,18261,12175746,21.9,70.73
Australia,East Asia & Pacific,1969,11.3,18949,12457299,21.7,71.14
Australia,East Asia & Pacific,1970,11.5,19719,12728362,21.4,70.81
Australia,East Asia & Pacific,1971,11.7,20176,12987847,20.9,71.41
Australia,East Asia & Pacific,1972,11.8,20385,13236895,20.2,71.93
Australia,East Asia & Pacific,1973,12.7,21185,13472175,19.4,72.14
Australia,East Asia & Pacific,1974,12.6,21383,13690285,18.4,71.89
Australia,East Asia & Pacific,1975,12.7,21708,13889696,17.3,72.84
Australia,East Asia & Pacific,1976,12.5,22372,14067994,16.2,72.88
Australia,East Asia & Pacific,1977,13.3,22373,14227905,15.3,73.49
Australia,East Asia & Pacific,1978,14.1,22763,14379565,14.4,73.88
Australia,East Asia & Pacific,1979,14.2,23697,14536839,13.6,74.44
Australia,East Asia & Pacific,1980,15.1,23872,14709918,13,74.6
Australia,East Asia & Pacific,1981,15.5,24308,14901610,12.5,74.96
Australia,East Asia & Pacific,1982,15.6,23884,15109659,12.2,74.74
Australia,East Asia & Pacific,1983,14.7,23584,15332790,11.9,75.55
Australia,East Asia & Pacific,1984,15.3,24934,15567927,11.6,76.02
Australia,East Asia & Pacific,1985,15.3,25875,15812088,11.3,75.45
Australia,East Asia & Pacific,1986,15,26057,16066496,11,76.13
Australia,East Asia & Pacific,1987,15.8,26969,16330369,10.6,76.32
Australia,East Asia & Pacific,1988,15.8,27757,16596096,10.2,76.35
Australia,East Asia & Pacific,1989,16.5,28556,16853690,9.7,76.45
Australia,East Asia & Pacific,1990,15.5,28604,17096153,9.2,77.05
Australia,East Asia & Pacific,1991,15.1,28122,17320633,8.6,77.54
Australia,East Asia & Pacific,1992,15.3,27895,17529469,8.1,77.54
Australia,East Asia & Pacific,1993,15.7,28732,17727413,7.7,78.07
Australia,East Asia & Pacific,1994,15.6,29580,17921818,7.3,78.07
Australia,East Asia & Pacific,1995,15.6,30359,18118416,7,78.45
Australia,East Asia & Pacific,1996,16.5,31145,18319637,6.8,78.53
Australia,East Asia & Pacific,1997,16.6,32013,18525153,6.6,78.79
Australia,East Asia & Pacific,1998,17,33085,18734878,6.5,79.28
Australia,East Asia & Pacific,1999,17.2,34346,18947894,6.4,79.53
Australia,East Asia & Pacific,2000,17.3,35253,19164351,6.2,79.93
Australia,East Asia & Pacific,2001,16.9,35452,19382188,6.1,80.27
Australia,East Asia & Pacific,2002,17.5,36375,19604051,6,80.29
Australia,East Asia & Pacific,2003,17.1,37035,19840120,5.9,80.69
Australia,East Asia & Pacific,2004,17.2,38130,20103822,5.9,81.04
Australia,East Asia & Pacific,2005,17.3,38840,20403520,5.7,81.44
Australia,East Asia & Pacific,2006,17.8,39416,20744295,5.6,81.63
Australia,East Asia & Pacific,2007,17.8,40643,21119988,5.4,81.67
Australia,East Asia & Pacific,2008,18.1,41312,21513817,5.2,81.567
Australia,East Asia & Pacific,2009,18.2,41170,21902300,5,81.937
Australia,East Asia & Pacific,2010,17.7,41330,22268384,4.8,82.091
Australia,East Asia & Pacific,2011,17.4,41706,22605732,4.5,82.231
Australia,East Asia & Pacific,2012,17,42522,22918688,4.2,82.364
Australia,East Asia & Pacific,2013,16.1,42840,23213944,4,82.496
